BUSINESS NAME,NOTIFICATION DOCUMENTS,START OF BREACH,END OF BREACH,DATE REPORTED,MONTANANS AFFECTED
"JoFit, LLC",https://media.dojmt.gov/wp-content/uploads/Data-Breach-NotificationDetails9.pdf,1/18/2019,5/12/2019,8/5/2019,10
Mount Sinai Medical Center,https://media.dojmt.gov/wp-content/uploads/Data-Breach-NotificationDetails8.pdf,8/2/2018,3/30/2019,8/2/2019,2
Presbyterian Healthcare Services,https://media.dojmt.gov/wp-content/uploads/Data-Breach-NotificationDetails6.pdf,5/9/2019,5/9/2010,8/2/2019,72
Wisconsin Diagnostic Laboratories,https://media.dojmt.gov/wp-content/uploads/Data-Breach-NotificationDetails5.pdf,8/1/2019,3/30/2019,8/2/2019,8
"SaveDay, Inc.",https://media.dojmt.gov/wp-content/uploads/Data-Breach-NotificationDetails4.pdf,,7/5/2019,8/2/2019,1
Riggs Wealth Management,https://media.dojmt.gov/wp-content/uploads/Data-Breach-NotificationDetails3.pdf,6/14/2019,6/17/2019,8/1/2019,4
Covia Holdings Corporation - Data Breach,https://media.dojmt.gov/wp-content/uploads/Data-Breach-NotificationDetails2.pdf,4/12/2019,4/15/2019,8/1/2019,3
Sark Technologies LLC,https://media.dojmt.gov/wp-content/uploads/Data-Breach-NotificationDetails1.pdf,9/28/2019,7/16/2019,8/1/2019,180
"Impact Partnership, LLC",https://media.dojmt.gov/wp-content/uploads/Data-Breach-NotificationDetails-1.pdf,6/1/2019,6/19/2019,7/30/2019,1
"Trusted Tours & Attractions, LLC",https://media.dojmt.gov/wp-content/uploads/Pages-from-TTA__MT_AG_Notice-2-Consumer-Notification.pdf,3/24/2019,6/27/2019,7/29/2019,79
Curators of the University of Missouri,https://media.dojmt.gov/wp-content/uploads/Data-Breach-NotificationDetails.pdf,4/16/2019,4/30/2019,7/29/2019,5
CompuNet Clinical Laboratories,https://media.dojmt.gov/wp-content/uploads/Breach-NotificationDetails-60.pdf,8/1/2019,3/30/2019,7/26/2019,8
"Pershing, LLC",https://media.dojmt.gov/wp-content/uploads/Breach-NotificationDetails-59.pdf,12/1/2018,6/30/2019,7/26/2019,9
Community Psychiatric Clinic,https://media.dojmt.gov/wp-content/uploads/Breach-NotificationDetails-58.pdf,3/1/2019,5/29/2019,7/26/2019,1
Intuit,https://media.dojmt.gov/wp-content/uploads/Breach-NotificationDetails-51.pdf,3/21/2019,6/28/2019,7/26/2019,12
TDT CPAs,https://media.dojmt.gov/wp-content/uploads/Breach-NotificationDetails-61.pdf,8/16/2018,8/24/2018,7/25/2019,1
Western Pathology,https://media.dojmt.gov/wp-content/uploads/Breach-NotificationDetails-57.pdf,3/21/2019,3/21/2019,7/24/2019,2
Arizona Dermatopathology,https://media.dojmt.gov/wp-content/uploads/Breach-NotificationDetails-56.pdf,3/21/2019,3/21/2019,7/24/2019,1
Seacoast Pathology,https://media.dojmt.gov/wp-content/uploads/Breach-NotificationDetails-55.pdf,3/21/2019,3/21/2019,7/24/2019,1
"South Texas Dermatopathology, PLLC",https://media.dojmt.gov/wp-content/uploads/Breach-NotificationDetails-54.pdf,3/21/2019,3/21/2019,7/24/2019,3
Laboratory Medicine Consultants,https://media.dojmt.gov/wp-content/uploads/Breach-NotificationDetails-53.pdf,3/21/2019,3/21/2019,7/24/2019,100
Austin Pathology,https://media.dojmt.gov/wp-content/uploads/Breach-NotificationDetails-52.pdf,3/21/2019,3/21/2019,7/24/2019,8
Scrapbook.com,https://media.dojmt.gov/wp-content/uploads/Breach-NotificationDetails-50.pdf,6/14/2019,6/18/2019,7/23/2019,6
Zions Bancorporation,https://media.dojmt.gov/wp-content/uploads/Breach-NotificationDetails-49.pdf,6/1/2019,6/1/2019,7/23/2019,36
Symmetry Partners,https://media.dojmt.gov/wp-content/uploads/Breach-NotificationDetails-48.pdf,3/29/2019,5/6/2019,7/23/2019,1
Graeter's Ice Cream,https://media.dojmt.gov/wp-content/uploads/Breach-NotificationDetails-47.pdf,12/30/2018,6/13/2019,7/23/2019,12
"MDU Resources Group, Inc.",https://media.dojmt.gov/wp-content/uploads/Data-Breach-NotificationDetails16.pdf,4/23/2019,,7/22/2019,3
Partnership Health Center,https://media.dojmt.gov/wp-content/uploads/Breach-NotificationDetails-46.pdf,5/22/2019,6/5/2019,7/22/2019,365
University of New England (UNE),https://media.dojmt.gov/wp-content/uploads/Breach-NotificationDetails-68.pdf,6/20/2019,6/20/2019,7/1/2019,1
Oregon State University,https://media.dojmt.gov/wp-content/uploads/Breach-NotificationDetails-45.pdf,5/6/2019,5/10/2019,7/19/2019,1
ABM Industries Incorporated,https://media.dojmt.gov/wp-content/uploads/CON-ABM-Notice-of-Data-Event-MT.pdf,1/8/2018,8/7/2018,7/19/2019,13
Fossil Group,https://media.dojmt.gov/wp-content/uploads/Breach-NotificationDetails-44.pdf,5/14/2019,6/18/2019,7/18/2019,5
"Sunrise Medical Laboratories, Inc",https://media.dojmt.gov/wp-content/uploads/Breach-NotificationDetails-43.pdf,8/1/2018,3/30/2019,7/15/2019,16
American Esoteric Laboratories,https://media.dojmt.gov/wp-content/uploads/Breach-NotificationDetails-42.pdf,8/1/2018,3/30/2019,7/15/2019,10
CBLPath,https://media.dojmt.gov/wp-content/uploads/Breach-NotificationDetails-41.pdf,8/1/2018,3/30/2019,7/15/2019,11
Northwood,https://media.dojmt.gov/wp-content/uploads/Breach-NotificationDetails-40.pdf,5/3/2019,5/6/2019,7/15/2019,180
"Natera, Inc.",https://media.dojmt.gov/wp-content/uploads/Breach-NotificationDetails-39.pdf,8/1/2018,3/30/2019,7/15/2019,8
EatStreet,https://media.dojmt.gov/wp-content/uploads/Consumer-11.pdf,5/3/2019,5/17/2019,7/14/2019,106
"Quest Diagnostics, Inc.",https://media.dojmt.gov/wp-content/uploads/Breach-NotificationDetails-38.pdf,8/1/2018,3/30/2019,7/13/2019,7488
Laboratory Corporation of America Holdings (LabCorp),https://media.dojmt.gov/wp-content/uploads/Breach-NotificationDetails-37.pdf,8/1/2018,3/30/2019,7/13/2019,4823
Cancer Treatment Centers of America,https://media.dojmt.gov/wp-content/uploads/Breach-NotificationDetails-36.pdf,5/4/2019,5/15/2019,7/12/2019,11
Cancer Treatment Centers of America,https://media.dojmt.gov/wp-content/uploads/Breach-NotificationDetails-35.pdf,4/17/2019,5/15/2019,7/12/2019,1
Standard Insurance Company,https://media.dojmt.gov/wp-content/uploads/Breach-NotificationDetails-34.pdf,5/1/2019,6/4/2019,7/12/2019,16
"Zero Technologies, LLC",https://media.dojmt.gov/wp-content/uploads/Breach-NotificationDetails-33.pdf,5/5/2019,5/5/2019,7/12/2019,37
Oberlin College,https://media.dojmt.gov/wp-content/uploads/Breach-NotificationDetails-30.pdf,3/5/2019,3/5/2019,7/12/2019,1
Wise Health System,https://media.dojmt.gov/wp-content/uploads/Breach-NotificationDetails-27.pdf,3/14/2019,3/14/2019,7/12/2019,62
Sprint,https://media.dojmt.gov/wp-content/uploads/Breach-NotificationDetails-23.pdf,6/22/2019,6/25/2019,7/11/2019,1
"Miller Kaplan Arase, LLP",https://media.dojmt.gov/wp-content/uploads/Breach-NotificationDetails-28.pdf,3/22/2019,3/22/2019,7/10/2019,7
University of Nebraska Lincoln,https://media.dojmt.gov/wp-content/uploads/Breach-NotificationDetails-26.pdf,6/10/2019,6/10/2019,7/10/2019,1
Intrepid Benefits Colorado,https://media.dojmt.gov/wp-content/uploads/Breach-NotificationDetails-25.pdf,2/19/2019,3/29/2019,7/9/2019,4
Ameritas Life Insurance Corporation,https://media.dojmt.gov/wp-content/uploads/Breach-NotificationDetails-22.pdf,5/1/2019,6/4/2019,7/8/2019,124
Gettysburg Flag Works,https://media.dojmt.gov/wp-content/uploads/Breach-NotificationDetails-24.pdf,6/1/2019,6/24/2019,7/5/2019,3
The American Kennel Club,https://media.dojmt.gov/wp-content/uploads/Breach-NotificationDetails-21.pdf,11/1/2019,5/13/2019,7/5/2019,2
Implant Direct,https://media.dojmt.gov/wp-content/uploads/Breach-NotificationDetails-20.pdf,5/30/2019,6/4/2019,7/5/2019,1
FlexCare,https://media.dojmt.gov/wp-content/uploads/Breach-NotificationDetails-19.pdf,3/26/2019,3/26/2019,7/3/2019,33
BBX Capital Corporation,https://media.dojmt.gov/wp-content/uploads/Breach-NotificationDetails-18.pdf,3/26/2019,3/28/2019,7/3/2019,1
SkinSolutions.MD,https://media.dojmt.gov/wp-content/uploads/Breach-NotificationDetails-17.pdf,4/19/2019,6/6/2019,7/3/2019,25
McNeese State University,https://media.dojmt.gov/wp-content/uploads/Breach-NotificationDetails-15.pdf,9/1/2018,2/22/2019,7/3/2019,1
Edgar Snyder & Associates,https://media.dojmt.gov/wp-content/uploads/Breach-NotificationDetails-14.pdf,3/25/2019,3/28/2019,7/3/2019,1
Navicent Health,https://media.dojmt.gov/wp-content/uploads/CON-Navicent-Health-Ad-SSN-r5prf-c-c-c-c-c.pdf,7/1/2018,1/24/2019,7/2/2019,11
StatLab,https://media.dojmt.gov/wp-content/uploads/Breach-Notification-Details-3.pdf,01/26/219,5/1/2019,7/1/2019,1
Colorado Eye Center,https://media.dojmt.gov/wp-content/uploads/Breach-NotificationDetails-16.pdf,3/7/2019,3/7/2019,6/28/2019,4
"Cvent, Inc.",https://media.dojmt.gov/wp-content/uploads/CON-Cvent-Notice-to-MT-AG-Final.pdf,4/16/2019,5/30/2019,6/28/2019,1
"Pride, Guida and Perez, PA",https://media.dojmt.gov/wp-content/uploads/CON-2019-06-28-MT-Security-Incident-Notification-Prida-AG118606702_1.pdf,4/11/2019,4/24/2019,6/28/2019,1
Southwest Gastroenterology,https://media.dojmt.gov/wp-content/uploads/CON-Southwest-Gastro-Notification-Template-c.pdf,1/1/2012,1/1/2015,6/28/2019,1
"Backcountry Edge, Inc",https://media.dojmt.gov/wp-content/uploads/Breach-NotificationDetails-13.pdf,6/3/2019,6/3/2019,6/27/2019,91
PAR Electrical Contractors Inc,https://media.dojmt.gov/wp-content/uploads/CON-Notice-to-MT-AG.pdf,5/28/2019,5/28/2019,6/27/2019,32
Micro-Mom Scooters d/b/a Micro Kickboard,https://media.dojmt.gov/wp-content/uploads/CON-MT-Notice-of-Data-Event-Micro-Kickboard.pdf,3/14/2019,4/25/2019,6/27/2019,4
A.T. Cross Company,https://media.dojmt.gov/wp-content/uploads/CON-A.T.-Cross-Company-Notice-of-Data-Event-MT.pdf,5/9/2019,5/14/2019,6/26/2019,2
Wilmington College,https://media.dojmt.gov/wp-content/uploads/CON-MT_Notification_Ltr.pdf,4/13/2019,4/26/2019,6/24/2019,1
Dominion National,https://media.dojmt.gov/wp-content/uploads/Breach-NotificationDetails-79.pdf,8/25/2010,4/24/2019,6/21/2019,587
The National WWII Museum,https://media.dojmt.gov/wp-content/uploads/CON-Pages-from-AG-WW-II-MT-Notice-of-Data-Event.pdf,10/6/2018,1/24/2019,6/21/2019,7
National Aviation Academy,https://media.dojmt.gov/wp-content/uploads/CON-sample-letter.docx,8/1/2018,4/19/2019,6/20/2019,2
TenX Systems d/b/a ResiDex Software,https://media.dojmt.gov/wp-content/uploads/CON-Pages-from-AG-MT-AG-Notification-JM45928501.1.pdf,4/2/2019,4/9/2019,6/19/2019,33
Wor-Wic Community College,https://media.dojmt.gov/wp-content/uploads/Wor-Wic-Community-College-Consumer-Notification.pdf,3/12/2019,3/12/2019,6/19/2019,2
"Cincinnati Bell, Inc. (Barnes Dennig & Co., Ltd.)",https://media.dojmt.gov/wp-content/uploads/Cincinnati-Bell-Inc.-Barnes-Dennig-Co.-Ltd.-Consumer-Notification.pdf,4/11/2019,4/11/2019,6/18/2019,1
HintonBurdick CPA & Advisors,https://media.dojmt.gov/wp-content/uploads/HintonBurdick-CPA-Advisors-Consumer-Notification.pdf,2/5/2019,3/5/2019,6/18/2019,5
JD Bank,https://media.dojmt.gov/wp-content/uploads/JD-Bank-Consumer-Notification.pdf,2/19/2019,2/26/2019,6/17/2019,10
Eat Street,https://media.dojmt.gov/wp-content/uploads/Data-Breach-Notification-5.pdf,5/3/2019,5/17/2019,6/14/2019,
Gift Card Mall,https://media.dojmt.gov/wp-content/uploads/Data-Breach-Notification-4.pdf,4/24/2019,5/21/2019,6/14/2019,25
Memorial Hospital at Gulfport,https://media.dojmt.gov/wp-content/uploads/Breach-Notification-Details-2.pdf,12/6/2018,12/17/2018,6/14/2019,27
Missouri Southern State University,https://media.dojmt.gov/wp-content/uploads/Data-Breach-Notification-3.pdf,1/9/2019,1/17/2019,6/13/2019,7
Keystone Peer Review Organization,https://media.dojmt.gov/wp-content/uploads/Data-Breach-Notification-2.pdf,4/15/2019,5/10/2019,6/12/2019,3
Lifespace Communities,https://media.dojmt.gov/wp-content/uploads/Breach-NotificationDetails-32.pdf,4/2/2019,4/9/2019,6/12/2019,2
Hamilton College,https://media.dojmt.gov/wp-content/uploads/Breach-NotificationDetails-31.pdf,3/2/2019,3/4/2019,6/12/2019,1
Applied Ecological Services,https://media.dojmt.gov/wp-content/uploads/Breach-NotificationDetails-29.pdf,6/17/2019,6/18/2019,6/12/2019,497
"Hood & Associates CPAs, PC",https://media.dojmt.gov/wp-content/uploads/Breach-Notification-Details.pdf,3/12/2019,3/24/2019,6/11/2019,2
Breckenridge Grand Vacations,https://media.dojmt.gov/wp-content/uploads/Data-Breach-Notification-1.pdf,,,6/10/2019,1
"Transworld Oil U.S.A., Inc.",https://media.dojmt.gov/wp-content/uploads/Data-Breach-Notification.pdf,11/22/2018,,6/10/2019,1
"City of Longmont, Colorado",https://media.dojmt.gov/wp-content/uploads/CON-Longmont-Consumer-Notification-Letter.pdf,6/6/2020,6/6/2019,6/9/2019,1
Debco Construction,https://media.dojmt.gov/wp-content/uploads/CON-20190628135910.pdf,5/4/2019,5/4/2019,6/8/2019,164
Humana,https://media.dojmt.gov/wp-content/uploads/Breach-Notification-Details-1.pdf,3/15/2019,5/21/2019,6/7/2019,1
Nassau Educators Federal Credit Union,https://media.dojmt.gov/wp-content/uploads/Nassau-Educators-Federal-Credit-Union-Consumer-Notification.pdf,12/21/2018,3/14/2019,6/7/2019,7
Darwin's Natural Pet Products,https://media.dojmt.gov/wp-content/uploads/Darwin’s-Natural-Pet-Products-Consumer-Notification.pdf,9/27/2016,3/16/2019,6/7/2019,87
Calista Corporation,https://media.dojmt.gov/wp-content/uploads/CON-Regulatory-Letter-dated-June-7-2019-Helena-Montana.pdf,12/9/2018,4/19/2019,6/6/2019,16
Princess Polly Group Pty. Ltd.,https://media.dojmt.gov/wp-content/uploads/Princess-Polly-Group-Pty-Ltd-Consumer-Notification.pdf,11/1/2018,4/29/2019,6/6/2019,108
"Avalara, Inc. (eCompli Inc.)",https://media.dojmt.gov/wp-content/uploads/Avalara-Inc.-eCompli-Inc.-Consumer-Notification.pdf,5/22/2019,5/22/2019,6/6/2019,2
"Sage Advisors, LLC",https://media.dojmt.gov/wp-content/uploads/Sage-Advisors-LLC-Consumer-Notification.pdf,2/12/2019,3/26/2019,6/6/2019,11
Manning Silverman & Company,https://media.dojmt.gov/wp-content/uploads/Manning-Silverman-Consumer-Notification.pdf,1/1/2019,2/28/2019,6/6/2019,1
RealtyShares,https://media.dojmt.gov/wp-content/uploads/RealtyShares-Consumer-Notification.pdf,5/15/2019,5/15/2019,6/5/2019,1
University of Alaska System,https://media.dojmt.gov/wp-content/uploads/University-of-Alsaka-System-Consumer-Letter.pdf,1/31/2018,2/15/2018,6/5/2019,36
Apple Mortgage,https://media.dojmt.gov/wp-content/uploads/Apple-Mortgage-Consumer.pdf,5/3/2019,5/6/2019,6/5/2019,2
Steward Health Care System,https://media.dojmt.gov/wp-content/uploads/Breach-NotificationDetails-7.pdf,4/12/2019,4/12/2019,6/4/2019,1
Massachusetts Mutual Life Insurance Company (MassMutual),https://media.dojmt.gov/wp-content/uploads/Breach-NotificationDetails-2.pdf,5/20/2019,5/20/2019,6/4/2019,1
Cornerstone Bank,https://media.dojmt.gov/wp-content/uploads/Breach-NotificationDetails-8.pdf,3/7/2019,3/7/2019,6/3/2019,1
"Retrieval-Masters Creditors Bureau, Inc (d/b/a American Medical Collection Agency)",https://media.dojmt.gov/wp-content/uploads/Breach-NotificationDetails-5.pdf,8/1/2018,5/30/2019,6/3/2019,7898
Washington Department of Health,https://media.dojmt.gov/wp-content/uploads/Breach-NotificationDetails-4.pdf,2/1/2018,2/28/2018,6/3/2019,2
Tessera Technologies Inc.,https://media.dojmt.gov/wp-content/uploads/BreachNotificationDetails-1.pdf,3/11/2019,3/15/2019,5/31/2019,1
"Eton Advisors Group, LLC",https://media.dojmt.gov/wp-content/uploads/Eton-Advisors-Group-LLC-Consumer-Notification.pdf,4/30/2019,4/30/2019,5/31/2019,1
Acrisure Heritage Insurance Agency (d.b.a) Filice Insurance Agency,https://media.dojmt.gov/wp-content/uploads/Breach-NotificationDetails-12.pdf,3/5/2019,4/3/2019,5/31/2019,201
LPR Construction,https://media.dojmt.gov/wp-content/uploads/Breach-NotificationDetails-9.pdf,1/16/2019,3/18/2019,5/31/2019,3
"Carlson Building Maintenance, Inc.",https://media.dojmt.gov/wp-content/uploads/Breach-NotificationDetails-1.pdf,6/8/2018,11/2/2018,5/31/2019,1
"Mediant Communications, LLC",https://media.dojmt.gov/wp-content/uploads/Data-Breach-Sample-Letter-to-Consumer-1.pdf,5/1/2019,5/1/2019,5/31/2019,260
"Drury Hotels Company, LLC",https://media.dojmt.gov/wp-content/uploads/13-4427-Complaint.pdf,12/28/2017,6/2/2019,5/30/2019,17
Dawn Food Products,https://media.dojmt.gov/wp-content/uploads/CON-Notice.pdf,9/23/2018,11/28/2018,5/24/2019,1
HP Restaurant Group,https://media.dojmt.gov/wp-content/uploads/CON-MT-Notice-of-Data-Event-Hyde-Park.pdf,4/5/2019,4/5/2019,5/24/2019,5
National Wildlife Federation,https://media.dojmt.gov/wp-content/uploads/CON-National-Wildlife-Federation-Notice-of-Data-Event-MT.pdf,1/3/2019,4/25/2019,5/24/2019,208
Huggins Insurance,https://media.dojmt.gov/wp-content/uploads/CON-Huggins-Consumer-Notification-Letter.pdf,1/16/2019,1/16/2019,5/24/2019,1
Redtail Technology Inc,https://media.dojmt.gov/wp-content/uploads/CON-MT-AG-1.pdf,3/4/2019,3/4/2019,5/23/2019,26
Georgia Institute of Technology,https://media.dojmt.gov/wp-content/uploads/Georgia-Tech_Notification-Letter.pdf,12/14/2018,3/22/2019,5/22/2019,494
MrLandlord.com,https://media.dojmt.gov/wp-content/uploads/CON-Breach-letter1.docx,5/27/2013,4/30/2019,5/22/2019,1
Western Technical College Bookstore) PrismRBS,https://media.dojmt.gov/wp-content/uploads/Consumer-Notice-15.pdf,4/13/2019,4/26/2019,5/21/2019,2
UnitedHealthcare,https://media.dojmt.gov/wp-content/uploads/Consumer-Notice-14.pdf,3/21/2019,3/28/2019,5/21/2019,5
VNS Federal Services,https://media.dojmt.gov/wp-content/uploads/CON-Notice-to-Montana-Attorney-General-Office-of-Consumer-Protection.pdf,4/12/2019,4/12/2019,5/21/2019,1
Northwestern Health Sciences University,https://media.dojmt.gov/wp-content/uploads/CON-Pages-from-NWHSU-Notification-to-Montana-8111214x7AB84.pdf,10/16/2018,12/10/2018,5/21/2019,19
Hematology Oncology Associates PC,https://media.dojmt.gov/wp-content/uploads/CON-HOA-Notice-Letter.pdf,2/22/2019,2/28/2019,5/21/2019,6
Smooth-On and Reynolds Advanced Materials,https://media.dojmt.gov/wp-content/uploads/CON-INFO.pdf,2/24/2019,4/29/2019,5/21/2019,13
T3 Micro Inc.,https://media.dojmt.gov/wp-content/uploads/Consumer-Notice-12.pdf,7/13/2018,3/17/2019,5/20/2019,27
Acadia Montana,https://media.dojmt.gov/wp-content/uploads/Consumer-Notice-13.pdf,9/18/2018,11/15/2018,5/17/2019,3543
Aeroflow Inc.,https://media.dojmt.gov/wp-content/uploads/Consumer-Notice-11.pdf,9/7/2018,3/27/2019,5/17/2019,16
Aquionix Inc.,https://media.dojmt.gov/wp-content/uploads/Consumer-Notice-10.pdf,2/13/2019,4/18/2019,5/16/2019,2
The Rural Broadband Association (NTCA),https://media.dojmt.gov/wp-content/uploads/Consumer-Notice-8.pdf,2/21/2019,2/26/2019,5/15/2019,6
Oklahoma Department of Securities,https://media.dojmt.gov/wp-content/uploads/Consumer-Notice.pdf,12/11/2018,4/15/2019,5/15/2019,474
Goeble Fixture Company,https://media.dojmt.gov/wp-content/uploads/Consumer-Notice-9.pdf,4/22/2019,4/22/2019,5/14/2019,1
Amsterdam Printing & Litho,https://media.dojmt.gov/wp-content/uploads/Consumer-Notice-6.pdf,2/1/2019,2/13/2019,5/14/2019,4
"Akin Doherty Kein and Feuge, P.C. (ADKF)",https://media.dojmt.gov/wp-content/uploads/Consumer-Notice-5.pdf,2/8/2019,2/14/2019,5/14/2019,3
Cancer Treatment Centers of America,https://media.dojmt.gov/wp-content/uploads/Cancer-Treatment-Centers-of-America-Consumer-Notification.pdf,3/10/2019,3/11/2019,5/10/2019,34
HintonBurdick CPA & Advisors - Data Breach,https://media.dojmt.gov/wp-content/uploads/Consumer-Notice-4.pdf,2/5/2019,3/5/2019,5/10/2019,11
The Southeastern Council and Alcoholism on Drug Inc (SCADD),https://media.dojmt.gov/wp-content/uploads/Consumer-Notice-3.pdf,2/18/2019,4/2/2019,5/10/2019,2
General Board of Higher Education and Ministry,https://media.dojmt.gov/wp-content/uploads/Consumer-1-Notice.pdf,1/25/2019,2/13/2019,5/10/2019,3
US Oncology Inc,https://media.dojmt.gov/wp-content/uploads/Consumer-Notice-16.pdf,6/7/2018,6/7/2018,5/9/2019,2
American Medical Response,https://media.dojmt.gov/wp-content/uploads/Consumer-Notice-2.pdf,9/24/2018,9/25/2018,5/9/2019,1
Conde Nast,https://media.dojmt.gov/wp-content/uploads/CON-INetCac.pdf,4/14/2019,4/17/2019,5/9/2019,1
DMB Sports Clubs d/b/a The Village Health Clubs & Spas,https://media.dojmt.gov/wp-content/uploads/CON-DMB_MT-Notice.pdf,2/2/2019,3/5/2019,5/9/2019,1
Bloodworks Northwest,https://media.dojmt.gov/wp-content/uploads/CON-Bloodworks-Regulator-Notice-MT-REVISED.pdf,3/13/2019,3/13/2019,5/8/2019,29
H&R Block,https://media.dojmt.gov/wp-content/uploads/CON-Notification-Letter.pdf,3/1/2019,3/23/2019,5/8/2019,4
Simon Pearce Inc,https://media.dojmt.gov/wp-content/uploads/CON-Simon-Pearce-Notification-Template-c.pdf,3/28/2019,3/28/2019,5/7/2019,2
Augustana College,https://media.dojmt.gov/wp-content/uploads/CON-Augustana-Regulator-Notice-MT-FINAL.pdf,2/18/2019,2/18/2019,5/7/2019,2
Health Recovery Services,https://media.dojmt.gov/wp-content/uploads/CON-HRS-Regulator-Notice-MT_Redacted.pdf,11/14/2018,2/5/2019,5/5/2019,1
"EmCare, Inc",https://media.dojmt.gov/wp-content/uploads/Consumer-Notice-33.pdf,2/19/2019,2/19/2019,5/3/2019,27
Salt Life,https://media.dojmt.gov/wp-content/uploads/CON-Delta-Apparel-Consumer-Notice-Template.pdf,12/12/2018,3/12/2019,5/3/2019,10
Inmediata Health Group,https://media.dojmt.gov/wp-content/uploads/CON-Immediata.pdf,1/1/2019,1/31/2019,4/30/2019,983
Tacony Corporation,https://media.dojmt.gov/wp-content/uploads/CON-Tacony-Corporation-Notice-of-Data-Event-MT.pdf,6/7/2018,2/4/2019,4/30/2019,13
MMBB Financial Services,https://media.dojmt.gov/wp-content/uploads/CON-MMBB-Financial-Services-Notice-of-Data-Event-MT.pdf,10/11/2018,10/17/2018,4/30/2019,2
Citrix Systems,https://media.dojmt.gov/wp-content/uploads/CON-Pages-from-Citrix_US_Montana_Regulator_Notice.pdf,10/13/2018,3/8/2019,4/29/2019,10
National Seating & Mobility,https://media.dojmt.gov/wp-content/uploads/CON-Pages-from-NSM-Notice-to-Montana-AG.pdf,2/14/2019,3/12/2019,4/29/2019,1
Port of Seattle,https://media.dojmt.gov/wp-content/uploads/CON-Pages-from-2019-05-06-POS-MT-AG-update.pdf,8/6/2018,8/6/2018,4/26/2019,1
Lancaster Archery Supply,https://media.dojmt.gov/wp-content/uploads/CON-Lancaster-Archery-Regulator-Letter-MT.pdf,7/4/2018,4/3/2019,4/26/2019,454
Loungefly LLC,https://media.dojmt.gov/wp-content/uploads/CON-LFLY-MT-AG-Regulator-Notice.pdf,4/3/2019,4/3/2019,4/26/2019,2
Paradigm Life Insurance,https://media.dojmt.gov/wp-content/uploads/CON-Paradigm-Life-MT-AG-c.pdf,3/26/2019,3/26/2019,4/26/2019,3
American Electric Power,https://media.dojmt.gov/wp-content/uploads/CON-MONTANA.pdf,2/18/2019,2/18/2019,4/26/2019,2
Coates Field Service,https://media.dojmt.gov/wp-content/uploads/CON-MT-Regulator-Notice.pdf,2/18/2019,2/18/2019,4/25/2019,2
Hot Line Construction,https://media.dojmt.gov/wp-content/uploads/CON-Hot-Line-Notice-of-Data-Event-MT.pdf,10/25/2018,11/30/2018,4/24/2019,25
Bel-Born Management d/b/a Village Hat Shop,https://media.dojmt.gov/wp-content/uploads/CON-Bel-Born-copy-of-consumer-notification-redacted-12156166-v2.docx,2/13/2019,2/14/2019,4/24/2019,1
L&M Fleet Supply,https://media.dojmt.gov/wp-content/uploads/CON-L-M-Supply-MT-AG-Notice-with-enclosure-8052073x7AB84.pdf,12/5/2018,1/21/2019,4/23/2019,53
Doctors' Management Service,https://media.dojmt.gov/wp-content/uploads/CON-MT-Notice-of-Data-Security-Incident-for-DMS.pdf,4/1/2017,12/24/2018,4/22/2019,1
Mikhail Education Corporation,https://media.dojmt.gov/wp-content/uploads/CON-Data-Breach-Letter-Multistate-FINAL.docx,3/20/2019,3/26/2019,4/19/2019,1
Vitalize LLC,https://media.dojmt.gov/wp-content/uploads/CON-Employee-Notice.pdf,7/1/2018,4/12/2019,4/19/2019,11
Dr. Gary W. Peer,https://media.dojmt.gov/wp-content/uploads/CON-GWP-GEN-LTR.pdf,3/13/2019,3/14/2019,4/19/2019,1
Dr. T. Y. Steven Ip MD,https://media.dojmt.gov/wp-content/uploads/CON-Dr-Ip-Ad-SSN-1-Year-r4fin-c.pdf,2/20/2019,2/24/2019,4/18/2019,3
"RunSignUp, Inc.",https://media.dojmt.gov/wp-content/uploads/CON-RunSignup-Notice-of-Data-Event-MT.pdf,3/4/2019,3/4/2019,4/18/2019,2
Oregon Institute of Technology,https://media.dojmt.gov/wp-content/uploads/CON-MT-Notice-of-Data-Event-4.pdf,10/19/2018,10/23/2018,4/18/2019,4
Jocor Enterprises d/b/a Volcano eCigs,https://media.dojmt.gov/wp-content/uploads/CON-Regulatory-Letter-dated-April-16-2019-Helena-MT.pdf,2/13/2019,3/22/2019,4/16/2019,6
Delta Dental of Illinois,https://media.dojmt.gov/wp-content/uploads/CON-DDIL-Individual-Member-Notice-Letter-1-Yr-Protection-FINAL.pdf,12/21/2018,12/28/2018,4/16/2019,2
Centrelake Medical Group,https://media.dojmt.gov/wp-content/uploads/CON-Centrelake-Medical-Group-Notice-of-Data-Event-MT.pdf,1/9/2019,2/19/2019,4/16/2019,8
Color Street LLC,https://media.dojmt.gov/wp-content/uploads/CON-CS-Breach-Notification-DRAFT.pdf,2/4/2019,2/4/2019,4/16/2019,2
Southwest Idaho Advanced Care Hospital,https://media.dojmt.gov/wp-content/uploads/CON-2019.04.15-MT-AG-Notice-SWIACH.pdf,10/1/2018,10/31/2018,4/15/2019,1
Northern Idaho Advanced Care Hospital,https://media.dojmt.gov/wp-content/uploads/CON-2019.04.15-MT-AG-Notice-NCLTAH-1.pdf,10/1/2018,10/31/2018,4/15/2019,2
