"incident_id2";"hack";"cleaned_names";"year";"date_of_breach";"breach_end";"discover_date";"reported_date";"total_affected";"SSN_breach";"drivers_license";"credit_debit";"city";"state";"org_type";"credit_monitoring";"breach_type";"letter_url";"California";"Connecticut";"Delaware";"Hawaii";"Indiana";"Iowa";"Maine";"Maryland";"Massachusetts";"Montana";"New_Hampshire";"New_Jersey";"North_Carolina";"N_Dakota";"Oregon";"Rhode_Island";"South_Carolina";"Vermont";"Virginia";"Washington";"Wisconsin";"State";"Clearinghouse";"HHS"
"60";"05731";"1, 2, 1";"Eye Institute of Corpus Christi";"2016";"2016-01-06";"2016-01-06";"2016-01-06";"2016-02-26";"43961";"1";"";"1";"";", Texas, TX";"MED";"";"improper access by former employees, DATA THEFT BY EMPLOYEE OR, CONTRACTOR, Electronic, Theft, PHYS";"http://www.marylandattorneygeneral.gov/ID Theft Breach Notices/2016/itu-264923 (1).pdf, http://www.marylandattorneygeneral.gov/ID Theft Breach Notices/2016/itu-264923 (2).pdf, https://media.dojmt.gov/wp-content/uploads/Eye-Institute-of-Corpus-Christi.pdf, https://www.doj.nh.gov/consumer/security-breaches/documents/krishnan-ravi-20160226.pdf";"";"";"";"";"1";"";"";"2";"1";"1";"1";"";"1";"";"";"";"1";"";"1";"";"";"4";"4";"4"
"61";"05762";"3, 2, 3";"Fairbanks North Star Borough";"2018";"2018-04-14, 2018-04-24";"2018-04-14, 2018-05-25";"2018-05-29";"2018-07-19";"6346";"1";"";"1";"";"AK, Alaska";"MED";"1";"HACK, Hacking/IT Incident, ransomware, HACKERS/ UNAUTHORIZED, ACCESS";"http://www.marylandattorneygeneral.gov/ID Theft Breach Notices/2018/itu-301335.pdf, https://www.doj.nh.gov/consumer/security-breaches/documents/fairbanks-20180719.pdf, https://media.dojmt.gov/wp-content/uploads/The-Borough-GHAP.pdf";"";"1";"";"";"1";"";"";"1";"";"1";"1";"";"1";"";"";"";"";"";"1";"";"";"5";"5";"5"
"62";"05812";"3, 2, 3";"Family Service Rochester";"2017";"2016-12-26";"2017-01-25";"2017-01-26";"2017-02-17";"17037";"0";"";"0";"";"MN, , Minnesota";"MED";"1, 0";"HACK, ransomware, Electronic, HACKERS/ UNAUTHORIZED, Hacking/IT Incident";"http://www.marylandattorneygeneral.gov/ID Theft Breach Notices/2017/itu-280184 (2).pdf, http://www.marylandattorneygeneral.gov/ID Theft Breach Notices/2017/itu-280184.pdf, https://media.dojmt.gov/wp-content/uploads/Family-Services-Rochester.pdf, https://www.doj.nh.gov/consumer/security-breaches/documents/family-service-rochester-20170217.pdf";"";"1";"";"";"1";"";"1";"2";"1";"1";"1";"";"1";"";"";"";"";"";"1";"";"";"2";"2";"2"
"63";"05996";"3, 2, 3";"FireKeepers Casino Hotel";"2015";"2014-09-07";"2015-04-25";"2015-04-16";"2015-07-03, 2015-07-02";"7666, 0";"1";"1, Yes";"1, 0";"";"Michigan, MI";"MED";"1";"Hacking/IT Incident, HACK, HACKERS/ UNAUTHORIZED, unauthorized access to file storage server, Electronic";"https://www.doj.nh.gov/consumer/security-breaches/documents/firekeepers-casino-hotel-20150702.pdf, http://www.marylandattorneygeneral.gov/ID Theft Breach Notices/2015/itu255818.pdf";"";"1";"";"";"1";"";"1";"1";"1";"";"1";"";"1";"";"";"";"";"";"1";"";"";"4";"4";"4"
"64";"06108";"3, 2, 3";"Flexible Benefit Service Corporation";"2018";"2017-11-21, 2017-12-06";"2018-01-30, 2017-12-06";"2017-12-06";"2018-02-14, 2018-02-16";"19438, 5123";"1";"";"0";"Chicago";"Illinois, IL";"BSF, MED";"1";"HACK, phishing, Electronic, PHISHING, Hacking/IT Incident";"http://www.marylandattorneygeneral.gov/ID Theft Breach Notices/2018/itu-295047.pdf, https://media.dojmt.gov/wp-content/uploads/Flexible-Benefit-Service-Corporation.pdf";"";"1";"";"";"1";"";"";"1";"1";"1";"";"";"1";"";"";"";"";"";"1";"";"";"4";"4";"4"
"65";"06127";"1, 2, 1";"Florida Hospital";"2011";"";"";"";"2011-09-30, 2011-10-13";", 12784";"1";"";"";"Orlando, ";"Florida, , FL";"MED";"1";"INSD, Paper, Undefined, DISC, Unauthorized Access/Disclosure";"https://www.doj.nh.gov/consumer/security-breaches/documents/florida-hospital-20111013.pdf";"";"";"";"";"";"";"";"";"2";"";"1";"";"";"";"";"";"";"";"";"";"";"2";"4";"2"
"66";"06128";"1, 2, 1";"Florida Hospital";"2015";"2012-01-01";"2014-05-31";"";"2015-03-20, 2015-03-23";"8700, ";"1";"";"0";"";"Florida, FL";"MED";"0, 1";"Unauthorized Access/Disclosure, Paper, DISC";"https://www.doj.nh.gov/consumer/security-breaches/documents/florida-hospital-20150323.pdf";"";"1";"";"";"";"";"";"";"1";"";"1";"";"";"";"";"";"";"";"";"";"";"2";"2";"2"
"67";"06369";"3, 2";"Froedtert Health";"2013";"2012-12-14";"";"";"2013-02-12, 2013-02-14, 2013-02-13";"43549, ";"1";"";"";", Milwaukee";"Wisconsin, WI, ";"MED";"1";"Hacking/IT Incident, HACK, Electronic";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"1";"1";"2";"1"
"68";"06521";"1, 2";"Genesis Rehabilitation Services";"2013";", 2013-08-29";"";"";"2013-11-01, 2013-11-22, 2013-10-31, 2013-10-24";"1167, ";"1";"";", 0";"Kennett Square, ";"Pennsylvania, , PA";"MED";"1";"Loss, Electronic, PORT, , PHYS";"https://www.doj.nh.gov/consumer/security-breaches/documents/genesis-rehabilitation-20131122.pdf, ";"";"1";"";"";"";"";"";"";"2";"";"1";"";"";"";"";"";"";"";"";"";"";"4";"4";"2"
"69";"06684";"1, 2, 3";"Gold Coast Health Plan";"2018";"2018-06-18";"2018-08-01";"";"2018-10-05";", 37005";"";"";"";"";", California, CA";"UNKN, MED";"";"UNKN, , Hacking/IT Incident, HACK";"https://www.oag.ca.gov/system/files/GCHP%20PHI%20Breach%20Notification%20Letter%2010.05.2018_0.pdf";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"2";"1"
"70";"06697";"2, 1";"Golden Rule Insurance Company";"2017";"2017-08-30";"";"";"2017-11-17, 2017-12-04";", 9305";"1";"";"1, 0";"";", Indiana, IN";"MED";"1, 0";"Electronic, Unauthorized Access/Disclosure, DISC";"";"";"1";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"3";"3";"3"
"71";"06769";"1, 2, 1";"Gordon Schanzlin New Vision Institute";"2018";"2017-10-25";"";"2018-06-15";"2018-08-10, 2018-08-16";"1130, 10130";"1";"";"";"";"California, , CA";"MED, UNKN";"1";"Theft, UNKN, Paper, STOLEN LAPTOPS, COMPUTERS, & EQUIP, PHYS";"https://www.oag.ca.gov/system/files/CA-%20Notice%20of%20Data%20Event%20Packet_2.pdf";"1";"";"";"";"";"";"";"";"1";"";"";"";"1";"";"";"";"";"";"";"";"";"2";"4";"2"
"72";"07116";"3, 2, 3";"Harrisburg Gastroenterology Ltd";"2017";"2017-03-17";"2017-03-17";"2017-03-17";"2017-04-28";"93323, 102600";"1";"";"0";"";"PA, Pennsylvania";"MED";"1";"HACK, Hacking/IT Incident, Electronic, HACKERS/ UNAUTHORIZED ACCESS";"https://media.dojmt.gov/wp-content/uploads/Harrisburg-Gastroenterology.pdf, https://www.doj.nh.gov/consumer/security-breaches/documents/harrisburg-gastroenterology-20170428.pdf";"";"1";"";"";"";"";"";"";"1";"1";"1";"";"1";"";"";"";"";"";"";"";"";"4";"4";"4"
"73";"07300";"3, 2";"Heartland Health Clinic";"2015";"";"";"";"2015-09-21, 2015-09-22";", 3650";"";"";"";"";"VA, , Virginia";"MED";"";"HACK, , Hacking/IT Incident";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"1";"1";"1"
"74";"07396";"3, 2, 3";"Hill Country Memorial Hospital";"2017";"2017-02-21";"2017-02-21, 2017-02-22";"2017-02-22, 2017-04-25";"2017-05-02, 2017-04-21, 2017-04-25";"8449";"1";"";"0";"Federicksburg, ";"Texas, TX";"MED";"1";"HACK, unauthorized access, PHISHING, Electronic, Hacking/IT Incident";"http://www.marylandattorneygeneral.gov/ID Theft Breach Notices/2017/itu-282550.pdf, https://media.dojmt.gov/wp-content/uploads/Hill-Country-Memorial-Hospital.pdf, https://www.doj.nh.gov/consumer/security-breaches/documents/hill-county-memorial-hospital-20170425.pdf, https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Another/Safeguarding_Consumers/Breach Hill Country Memorial Hospital.2017-05-03.pdf";"";"1";"";"";"1";"";"1";"1";"1";"1";"1";"";"1";"";"";"";"1";"";"1";"1";"";"2";"4";"2"
"75";"07400";"1, 2";"Hillsides";"2015";"";"";"";"2015-12-31, 2015-12-30";"502, ";"";"";"";"Los Angeles, ";"California, , CA";"MED";"";"DISC, Unauthorized Access/Disclosure, ";"https://www.oag.ca.gov/system/files/Hillsides%20Employee%20Breach%20Notice_1.pdf";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"2";"1"
"76";"07457";"1";"Holy Cross Hospital";"2010";"";"";"2010-06-01";"2010-11-12, 2010-11-16";", 1500";"1";"";"";"";", FL, Florida";"MED";"1";"DATA THEFT BY EMPLOYEE OR, CONTRACTOR, Paper, PHYS, Theft";"";"";"";"";"";"";"";"";"";"1";"";"";"";"1";"";"";"";"";"";"";"";"";"3";"3";"3"
"77";"07538";"2, 1, 1";"Hospital for Special Surgery";"2014";"2013-05-31";"";"2013-05-31";"2014-01-28, 2014-01-21";"937";"1";"";"1";"";", NY, New York";"MED";"1";"DATA THEFT BY EMPLOYEE OR, CONTRACTOR, Electronic, PHYS, Theft";"";"";"";"";"";"";"";"1";"";"1";"";"";"";"1";"";"";"";"";"";"";"";"";"2";"2";"2"
"78";"07677";"2, 1";"Humana Inc";"2017";"";"";"2017-08-31";"2017-11-15, 2017-11-21";"4, 5764";"";"";"";"";", Kentucky, KY";"MED";"";"RELEASE/ DISPLAY OF INFO, Unauthorized Access/Disclosure, DISC";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"1";"";"";"17";"17";"17"
"79";"07680";"1, 2, 3";"Humana Inc";"2018, 2019";", 2018-05-30";", 2018-02-21, 2018-11-08, 2018-12-04";"";"2018-12-31, 2019-04-02, 2019-02-22, 2019-01-09, 2019-01-03, 2019-02-27";"684, , 1447, 1211";"";"";"";"";"Kentucky, , KY";"MED";"";"Theft, unauthorized access, PHYS, DISC, , Hacking/IT Incident, Unauthorized Access/Disclosure";"http://www.marylandattorneygeneral.gov/ID Theft Breach Notices/2019/itu-311748.pdf, https://media.dojmt.gov/wp-content/uploads/CON-HU1900189-Availity-Mbr-Breach-Notification.pdf, https://media.dojmt.gov/wp-content/uploads/Humana-Availity-LLC-Consumer-Notification.pdf, http://www.marylandattorneygeneral.gov/ID Theft Breach Notices/2019/itu-309366.pdf, https://media.dojmt.gov/wp-content/uploads/Breach-NotificationDetails-85.pdf, https://www.oag.ca.gov/system/files/HUM1%20Notification%20-%20HU18005C9%20-%20Multiple%20-%20Bankers%20Life_0.pdf";"1";"";"";"";"";"";"";"1";"";"2, 1";"";"";"";"";"";"";"";"";"";"";"";"51";"34";"51"
"80";"07681";"1, 2";"Humana Inc";"2019";"";"2019-05-21";"";"2019-06-03, 2019-06-07";"863, ";"";"";"";"";"Kentucky, KY, ";"MED";"";"Unauthorized Access/Disclosure, DISC, ";"https://media.dojmt.gov/wp-content/uploads/Breach-Notification-Details-1.pdf";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"17";"17";"17"
"81";"07882";"1, 2, 1";"Indiana State Medical Association";"2015";"2015-02-13";"";"2015-02-13";"2015-03-05, 2015-03-06";"39080, 39090, 38351";"1";"";"0";"Indianapolis, ";", Indiana, IN";"MED";"0";"archive drives stolen, STOLEN LAPTOPS, COMPUTERS, & EQUIP, Theft, PORT, PHYS";"http://www.marylandattorneygeneral.gov/ID Theft Breach Notices/2015/itu-250954 (1).pdf, http://www.marylandattorneygeneral.gov/ID Theft Breach Notices/2015/itu-250954 (2).pdf, http://www.marylandattorneygeneral.gov/ID Theft Breach Notices/2015/itu-250954 (4).pdf, http://www.marylandattorneygeneral.gov/ID Theft Breach Notices/2015/itu-250954 (3).pdf, http://www.marylandattorneygeneral.gov/ID Theft Breach Notices/2015/itu-250954 (5).pdf, https://www.doj.nh.gov/consumer/security-breaches/documents/indiana-state-medical-20150306.pdf";"";"1";"";"";"1";"";"";"5";"";"";"1";"";"1";"";"";"";"";"";"1";"";"";"4";"8";"4"
"82";"08005";"2, 3";"Institute on Aging";"2018";"2018-05-28";"";"";"2018-07-20";", 3907";"";"";"";"";", CA, California";"MED";"";", HACK, Hacking/IT Incident";"https://www.oag.ca.gov/system/files/IoA%20-%20California%20AG%20Notification%20Letter_0.pdf";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"1";"1"
"83";"08028";"2, 3, 3";"Integrity Transitional Hospital";"2016";"2016-08-15";"2016-08-15";"2016-08-15";"2016-10-14";"29514";"0";"Yes";"0";", Denton";", Texas, TX";"MED";"1, 0";"Electronic, HACKERS/ UNAUTHORIZED, Hacking/IT Incident, HACK";"https://www.oag.ca.gov/system/files/Master%20Adults_Redacted_0.pdf-- https://www.oag.ca.gov/system/files/Master%20Minor_Redacted_0.pdf, https://media.dojmt.gov/wp-content/uploads/Integrity-Transitional-Hospital.pdf, https://www.doj.nh.gov/consumer/security-breaches/documents/integrity-transitional-20161014.pdf";"1";"1";"";"";"";"";"";"";"1";"1";"1";"";"1";"";"";"";"";"";"";"";"";"1";"2";"1"
"84";"08145";"2, 3";"Iowa Department of Human Services";"2017";"";"";"";"2017-10-23, 2017-10-20";", 820";"";"";"";"";", IA, Iowa";"MED";"";", HACK, Hacking/IT Incident";"https://www.iowaattorneygeneral.gov/media/cms/Iowa_Dept_DCC96774E981C.pdf";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"1";"1"
"85";"08244";"1";"Jamaica Hospital Medical Center";"2014";"";"";"2014-03-27";"2014-05-23, 2014-05-22";"26162";"";"";"";"";"NY, , New York";"MED";"";"DISC, DATA THEFT BY EMPLOYEE OR, CONTRACTOR, Unauthorized Access/Disclosure";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"2";"2";"2"
"86";"08312";"2, 1, 1";"Jersey City Medical Center";"2014";"2014-06-13, 2014-06-16";"";"2014-06-16";"2014-08-06, 2014-08-07";"36402, 36400";"1";"";"0";"";", New Jersey, NJ";"MED";"1";"Paper, LOST IN TRANSIT, Loss, PHYS";"";"";"1";"";"";"1";"";"";"";"1";"";"";"";"1";"";"";"";"";"";"1";"";"";"1";"1";"1"
"87";"08497";"1, 2";"Kaiser Foundation Health Plan of the Northwest";"2016";"";"2016-10-13";"2016-10-13";"2016-11-06, 2016-11-04";", 544";"";"";"";"";"OR, , Oregon";"MED";"";"DISC, , Unauthorized Access/Disclosure";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"1";"1";"1"
"88";"08511";"1, 2";"Kaiser Permanente Northern California";"2016";"2010-06-06";"2016-05-19";"";"2016-07-12";", 1136";"";"";"";", Oakland";"CA, California, ";"MED";"";"PHYS, INSD, , Theft";"https://www.oag.ca.gov/system/files/Member%20Notification%20letter%20for%20ClinTech%20theft%207.12.16%20-%20generic%20template%20-%20letterhead_0.pdf";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"2";"1"
"89";"08575";"1, 2, 1";"Keenan & Associates";"2015";"2015-10-09";"";"2015-10-09";"2015-12-01, 2015-11-20";"35404, 25727";"1";"";"";"";"California, CA, ";"MED";"1";"Unauthorized Access/Disclosure, DISC, RELEASE/ DISPLAY OF INFO, info inadvertently available on the internet, Electronic";"https://www.oag.ca.gov/system/files/Keenan%20Associates%20Ad%20r3fin_0.pdf, http://www.marylandattorneygeneral.gov/ID Theft Breach Notices/2015/itu-263312.pdf";"1";"";"";"";"1";"";"1";"1";"1";"";"";"";"1";"";"";"";"";"";"1";"";"";"2";"2";"2"
"90";"08621";"1, 2";"Kern Medical Center";"2012";"2012-02-25";"";"";"2012-03-12, 2012-03-05, 2012-04-18";"1431, ";"";"";"";"Bakersfield, ";"California, , CA";"MED";"";"Theft, PHYS, ";"https://www.oag.ca.gov/system/files/English%20Letter.pdf";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"2";"1"
"91";"08868";"3, 2";"Lane Community College Health Clinic";"2017";"";"2017-02-02";"2017-02-03";"2017-03-25, 2017-05-09";", 1911";"";"";"";"";"OR, , Oregon";"MED";"";"HACK, , Hacking/IT Incident";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"1";"1";"1"
"92";"08882";"1, 2, 1";"Larsen Dental Care LLC";"2014";"2014-03-04";"";"2014-03-04";"2014-04-18";"6900";"1";"1";"1";"";"ID, , Idaho";"MED";"";"PHYS, STOLEN LAPTOPS, COMPUTERS, & EQUIP, Theft";"";"";"";"";"";"";"";"1";"";"";"";"";"";"1";"";"";"";"";"";"1";"";"";"2";"2";"2"
"93";"08964";"2, 3";"Legacy Health";"2018";"";"2018-05-26";"2018-06-21";"2018-08-21, 2018-08-20";", 38000";"";"";"";"";", OR, Oregon";"MED";"";", HACK, Hacking/IT Incident";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"2";"2";"2"
"94";"09045";"1";"Life Care Center of Attleboro";"2015";"";"";"";"2015-03-20, 2015-03-23";"2473, ";"1";"";"";"";"MA, Massachusetts, ";"MED";"1";"PHYS, Loss, Paper";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"1";"1";"1"
"95";"09715";"3, 1, 2";"Massachusetts General Hospital";"2016";"";"2016-02-08";"";"2016-06-29, 2016-06-20";", 4293";"1";"";"";", Boston";"MA, , Massachusetts";"MED";"";"HACK, Paper, Hacking/IT Incident";"https://media.dojmt.gov/wp-content/uploads/Patterson-Dental-Supply-MGH.pdf";"";"";"";"";"";"";"";"";"1";"1";"";"";"";"";"";"";"";"";"";"";"";"5";"10";"5"
"96";"09956";"3";"Medical College of Wisconsin";"2016";"2016-07-05";"";"";"2016-09-02";", 3179";"1";"";"";"Milwaukee, ";", Wisconsin, WI";"MED";"";", Hacking/IT Incident, HACK";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"3";"6";"3"
"97";"09963";"2, 3, 3";"Medical Informatics Engineering";"2015";"2015-05-07, 2015-06-02";"2015-05-26";"2015-05-26, 2015-06-19";"2015-06-18, 2015-06-26, 2015-07-23";"3116186, 3900000, 3900000";"1";"";"1, 0";"Fort Wayne, ";", Indiana, IN";"MED";"1, 0";"hackers, Electronic, HACKERS/ UNAUTHORIZED, ACCESS, HACK, Hacking/IT Incident";"http://www.marylandattorneygeneral.gov/ID Theft Breach Notices/2015/itu-256006 (update).pdf, http://www.marylandattorneygeneral.gov/ID Theft Breach Notices/2015/itu-256006.pdf, https://www.doj.nh.gov/consumer/security-breaches/documents/nomoreclipboard-20150619.pdf, https://www.iowaattorneygeneral.gov/media/cms/CPD_SOI_vs_Medical_Informatics_Engi_0D507088015D2.pdf, https://www.oag.ca.gov/system/files/Medical%20Informatics%20notice%20only6_26_15_0_0.pdf, https://www.doj.nh.gov/consumer/security-breaches/documents/medical-informatics-20150715.pdf, https://www.iowaattorneygeneral.gov/media/cms/CPD_SOI_vs_Medical_Informatics_Engi_BF25D0A2C7B09.pdf";"1";"1";"";"";"1";"2";"3";"2";"1";"";"2";"";"1";"";"";"";"1";"";"1";"";"1";"8";"16";"8"
"98";"09989";"1, 2";"MedWatch LLC";"2018";"2017-10-20";"2017-12-15";"2018-03-01";"2018-04-27, 2018-04-13";"40621";"1";"";"0";"";"FL, Florida";"MED";"1";"DISC, Unauthorized Access/Disclosure, Electronic, RELEASE/ DISPLAY OF INFO";"https://www.doj.nh.gov/consumer/security-breaches/documents/medwatch-20180413.pdf, https://ago.vermont.gov/blog/2018/04/13/medwatch-llc-sbn-to-consumers/, https://media.dojmt.gov/wp-content/uploads/MedWatch.pdf, https://www.doj.nh.gov/consumer/security-breaches/documents/medwatch-20180427.pdf, https://ago.vermont.gov/blog/2018/04/27/medwatch-llc-privacy-notice-to-consumers/";"";"1";"";"";"";"";"1";"";"1";"1";"2";"";"1";"";"";"";"";"2";"1";"";"";"6";"6";"6"
"99";"10010";"1, 2, 1";"Memorial Healthcare System";"2012";"";"";"2012-01-27";"2012-04-13, 2012-04-12";"9497, ";"1";"";"";"";"FL, Florida, ";"MED";"1";"#N/A, Other, DATA THEFT BY EMPLOYEE OR, CONTRACTOR, Undefined";"https://www.doj.nh.gov/consumer/security-breaches/documents/memorial-healthcare-20120412.pdf";"";"";"";"";"";"";"";"";"1";"";"1";"";"1";"";"";"";"";"";"";"";"";"1";"1";"1"
"100";"10011";"1, 2, 1";"Memorial Healthcare System";"2012";"";"";"2012-04-27";"2012-08-16, 2012-07-11";"105646, 102153";"";"";"";"";"FL, Florida, ";"MED";"";"PHYS, Theft, DATA THEFT BY EMPLOYEE OR, CONTRACTOR";"https://www.doj.nh.gov/consumer/security-breaches/documents/memorial-healthcare-20120711.pdf";"";"";"";"";"";"";"";"";"";"";"1";"";"1";"";"";"";"";"";"";"";"";"1";"1";"1"
"101";"10013";"1, 2, 1";"Memorial Hermann Health System";"2014";"";"";"2014-07-07";"2014-08-29";"10604";"1";"";"";"";", Texas, TX";"MED";"";"DATA THEFT BY EMPLOYEE OR, CONTRACTOR, Unauthorized Access/Disclosure, DISC";"";"";"";"";"";"";"";"";"";"1";"";"";"";"1";"";"";"";"";"";"";"";"";"2";"2";"2"
"102";"10021";"3, 2";"Memorial Hospital at Gulfport";"2019";"";"2018-12-07";"";"2019-02-15";"30642, ";"";"";"";"";"Mississippi, MS, ";"MED";"";"Hacking/IT Incident, HACK, ";"https://media.dojmt.gov/wp-content/uploads/CON-Pages-from-Gulfport_-Montana-Notification-Letter.pdf";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"2";"2";"2"
"103";"10069";"3, 2";"Mercy Iowa City";"2016";"";"";"";"2016-03-25";", 15625";"";"";"";"";"IA, , Iowa";"MED";"";"HACK, , Hacking/IT Incident";"https://www.iowaattorneygeneral.gov/media/cms/Mercy_Iowa_City_AAAC2BC13CCA0.pdf";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"1";"1"
"104";"10071";"1, 2";"Mercy Medical Center Redding";"2016";"2016-06-01";"2016-06-13";"";"2016-06-24, 2016-06-29";"520, ";"";"";"";"Redding, ";"California, , CA";"MED";"";"INSD, Unauthorized Access/Disclosure, , DISC";"https://www.oag.ca.gov/system/files/patient%20letter%20-%20final_0.pdf";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"2";"1"
"105";"10079";"1";"Merit Health Northwest Mississippi";"2015";"";"";"2015-07-01";"2015-08-24, 2015-08-26";"846";"";"";"";"";", MS, Mississippi";"MED";"";"DATA THEFT BY EMPLOYEE OR, CONTRACTOR, PHYS, Theft";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"2";"2";"2"
"106";"10168";"3";"Metropolitan Urology Group";"2017";"2016-11-28";"";"";"2017-03-10, 2017-03-23";"17634, ";"1";"";"";"Wauwatosa, ";"Wisconsin, , WI";"MED";"";"Hacking/IT Incident, HACK, ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"1";"2";"1"
"107";"10270";"1, 2";"Midwest Orthopaedic Center SC";"2014";"2013-12-01";"";"";"2014-07-23";", 680";"";"";"";"";"IL, , Illinois";"MED";"";"DISC, , Unauthorized Access/Disclosure";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"1";"1"
"108";"10369";"3, 2, 3";"MJHS Home Care";"2017";"2017-06-08";"2017-06-08";"2017-06-14";"2017-08-11, 2017-09-20";"6000, 2808";"1";"";"0";"";"NY, New York";"MED";"1";"HACK, Hacking/IT Incident, Electronic, PHISHING";"";"";"1";"";"";"";"";"";"";"1";"";"";"";"1";"";"";"";"";"";"";"";"";"1";"1";"1"
"109";"10458";"2, 3, 3";"Morehead Memorial Hospital";"2017";"";"2017-06-29";"2017-07-21";"2017-09-15";"66000";"";"";"";"";", NC, North Carolina";"MED";"";"PHISHING, HACK, Hacking/IT Incident";"https://media.dojmt.gov/wp-content/uploads/Morehead-Memorial-Hospital.pdf";"";"";"";"";"";"";"";"";"";"1";"";"";"1";"";"";"";"";"";"";"";"";"1";"1";"1"
"110";"10530";"1, 2, 1";"Mount Sinai Medical Center";"2013";"";"";"2013-02-28";"2013-03-15";"628";"1";"";"0";"";"Florida, NY, FL";"MED";"1, 0";"Theft, Undefined, DATA THEFT BY EMPLOYEE OR, CONTRACTOR, PHYS";"";"";"1";"";"";"";"";"";"";"1";"";"";"";"1";"";"";"";"";"";"1";"";"";"3";"3";"3"
"111";"10532";"1";"Mount Sinai Medical Center";"2015";"";"";"2015-02-24";"2015-03-20";"1406, 946";"";"";"";"";"Florida, , FL";"MED";"";"Unauthorized Access/Disclosure, DATA THEFT BY EMPLOYEE OR, CONTRACTOR, DISC";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"3";"3";"3"
"112";"10669";"2, 1, 1";"Napa Valley Dentistry";"2016";"2016-08-11";"2016-08-11";"2016-08-11";"2016-09-22, 2016-10-05";"4262";"1";"";"0";"Napa Valley, ";", California, CA";"MED";"1, 0";"stolen server, Electronic, STOLEN LAPTOPS, COMPUTERS, & EQUIP, PHYS, Theft";"https://www.oag.ca.gov/system/files/Napa%20Valley%20Dentistry%20NOTICE%20ONLY_0_0.pdf, http://www.marylandattorneygeneral.gov/ID Theft Breach Notices/2016/itu-275887 (1).pdf, http://www.marylandattorneygeneral.gov/ID Theft Breach Notices/2016/itu-275887 (2).pdf, https://media.dojmt.gov/wp-content/uploads/Napa-Valley-Dentistry.pdf";"1";"1";"";"";"";"";"";"2";"1";"1";"";"";"1";"";"";"";"";"";"";"";"";"3";"6";"3"
"113";"10952";"3";"Network Health";"2017";"2017-08-01";"";"";"2017-09-08, 2017-09-22";"51232, ";"";"";"";"";"Wisconsin, WI, ";"MED";"";"Hacking/IT Incident, HACK, ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"1";"1";"1"
"114";"11018";"3, 2, 3";"New Jersey Spine Center";"2016";"2016-07-27";"";"2016-07-27";"2016-09-22, 2016-09-21";"28000, 28308, 28000";"1";"1";"1";", Chatham";"NJ, New Jersey, ";"MED";"";"HACK, Hacking/IT Incident, ransomware, HACKERS/ UNAUTHORIZED";"https://www.iowaattorneygeneral.gov/media/cms/NJ_Spine_Center_708B3D2E09FB9.pdf, http://www.marylandattorneygeneral.gov/ID Theft Breach Notices/2016/itu-275886 (1).pdf, http://www.marylandattorneygeneral.gov/ID Theft Breach Notices/2016/itu-275886 (2).pdf";"";"";"";"";"1";"1";"1";"2";"";"";"";"";"1";"";"1";"";"";"";"1";"";"";"1";"2";"1"
