000974;2, 3;Backcountry Gear;2014;2014-04-27;;2014-07-23;2014-07-28, 2014-08-01;6103;;;1;;HACKERS/ UNAUTHORIZED, Electronic;https://www.oag.ca.gov/system/files/Data%20Breach%20Notification%20Backcountry%20Gear_0.pdf;1;;;1;;1;;1;;;;;1;;;;;
000975;2, 3;Backcountry Gear;2014;2014-10-11;;2014-10-17;2014-10-22, 2014-10-23, 2014-10-27;300;;;;;HACKERS/ UNAUTHORIZED, Electronic;;;;;1;;;;1;;;;;1;;;;;
000976;2;Backcountry Gear;2016;2016-09-26;2016-11-05;2016-11-04;2016-11-23;2177;1;;1;;;;;;;1;;1;2;;1;;;;;;;;;
000977;2;Bacon & Co. CPAs LLC;2017;2016-11-30;2017-02-20;;2017-03-16;;1;;;;;https://www.doj.nh.gov/consumer/security-breaches/documents/bacon-company-20170316.pdf;;;;;;1;;;;1;;;;;;;;
000978;2, 1;Badger Daylighting Ltd;2018;2018-01-31;;2018-02-13;2018-03-05, 2018-03-06;92;1;;;;RELEASE/ DISPLAY OF INFO, info inadvertently mailed to wrong recipient;;;;;1;;;1;;;;;;1;;;;;
000979;2;BAE Systems Inc;2011;;;2011-08-04;2011-10-28;;;;;;RELEASE/ DISPLAY OF INFO;;;;;;;;;;;;;;1;;;;;
000980;2;BAE Systems Inc;2015;;;;2015-02-20;;1;;;;documents removed from the company without authorization;;;;;;;;1;;;;;;;;;;;
000981;2;BAE Systems Inc;2015;;;;2015-06-04;;;;;;;https://www.doj.nh.gov/consumer/security-breaches/documents/bae-systems-20150604.pdf;;;;;;;;;;1;;;;;;;;
000982;2;Bahia Hotel Lodging;2016;2015-09-25, 2016-02-01;2016-01-13;;2016-03-02, 2016-03-14;;;;1;;;;;;;;;1;;;;;;;;1;;;;
000983;2, 3;Baileys Inc;2016;2015-09-25;2016-01-03;2016-01-11;2016-01-01, 2016-01-27, 2016-02-01;15000, 21371;;;1;1;HACKERS/ UNAUTHORIZED, hacking, Electronic;;;;;1;;;2;1;;;;;1;;;;1;
000984;2, 3;Baileys Inc;2016;2013-01-01, 2011-12-01;2016-01-26;2016-01-11;2016-03-14, 2016-03-18;;;;1;;Hackers/Unauthorized Access;https://www.oag.ca.gov/system/files/Bailey%27s%20Notice%203%207%2016%20v%20%202%20FINAL%20%284%29_0.pdf, https://www.doj.nh.gov/consumer/security-breaches/documents/bailyes-online-20160314.pdf, http://cca.hawaii.gov/ocp/files/2016/03/OCP-2016-0145.pdf;1;;1;;;;;;;1;;;;;1;;1;
000985;2;Baileys Inc;2016;2016-08-01;;;2016-09-23;;;;1;;;;;;;;;1;;;;;;;;;;;;
000986;1;Baillie Lumber Co;2013;;;2012-12-04;2013-01-28;725;;;;;LOST IN TRANSIT;;;;;;;;;;;;;;1;;;;;
000987;2;Baja Bound Insurance Services Inc;2016;2015-12-16;2015-12-16;;2016-02-07, 2016-02-08;1143;;1;;1;Electronic;;;;;1;;;;1;1;;;;;;;;;
000988;1, 2;Baker Overby & Moore Inc;2016;2016-10-08;;2016-10-10;2016-11-10;55;;;;;STOLEN LAPTOPS, COMPUTERS & EQUIP;;;;;1;;;;;;;;;1;;;;;
000989;1;Baker Tilly Virchow Krause, LLP;2017;;;;2017-07-07;;1;;;;info inadvertently emailed to wrong recipient;;;;;;;;1;;;;;;;;;;;
000990;2;Baker&Hostetler;2012;;;;2012-11-08;;;1;;1;Electronic;;;;;;;;;1;;;;;;;;;;
000991;2;Bakersfield City School District;2017;2017-11-09;;;2017-11-14;;;;;;;https://www.oag.ca.gov/system/files/Employee%20Letter%20regarding%20Data%20Breach_0.pdf-- https://www.oag.ca.gov/system/files/Additional%20Resources_0.pdf;1;;;;;;;;;;;;;;;;;
000992;3;Balasa Dinverno Foltz LLC;2018;;;2018-02-11;2018-02-15;76;;;;;PHISHING;;;;;;;;;;;;;;1;;;;;
000993;2;Bald Head Island Limited LLC;2014;;;2014-08-04;2014-08-13;2;;;;;RELEASE/ DISPLAY OF INFO;;;;;;;;;;;;;;1;;;;;
000994;3;Balfour Beatty Infrastructure;2014;;;2014-11-10;2014-11-17;37;;;;;HACKERS/ UNAUTHORIZED;;;;;;;;;;;;;;1;;;;;
000995;2;Ballet Makers Inc;2016;2015-10-07;;;2016-02-09;3431;;;;;;;;;;1;;;;;;;;;;;;;;
000996;2;Baltimore City;2016;;;;2016-04-15;;1;;;;unauthorized acess;;;;;;;;1;;;;;;;;;;;
000997;1;Baltimore City;2017;;;;2017-10-07;;1;;;;stolen laptop;;;;;;;;1;;;;;;;;;;;
000998;2;Baltimore School of Massage & Baltimore School of Massages Streiner Institute of Esthetics;2014;;;;2014-07-03;;1;;;1;Electronic;;;;;;;;;1;;;;;;;;;;
000999;3, 2;Bambeco Inc;2017;;;2016-02-01;2017-03-10;2062;1;;;;HACKERS/ UNAUTHORIZED;;;;;;;1;;;;;;;1;;;;1;
001000;2;Bamboo HR LLC;2019;2019-02-11;;;2019-02-28, 2019-03-04, 2019-03-07, 2019-03-11;2,497, 2497;1;0;;;;https://www.oag.ca.gov/system/files/BHR%20General%20Notification%20Sample_0.pdf, https://www.doj.nh.gov/consumer/security-breaches/documents/bamboo-hr-20190307.pdf, https://ago.vermont.gov/blog/2019/03/11/bamboo-hr-llc-notice-of-data-breach-to-consumers/;1;;;1;;1;;;;1;;;;;;1;;
001001;2;Bank Five;2010;;;;2010-05-03;;1;;;;Paper;;;;;;;;;1;;;;;;;;;;
001002;2;Bank Five;2011;;;;2011-06-17;;;;1;;Paper;;;;;;;;;1;;;;;;;;;;
001003;2;Bank of America;2008;;;;2008-02-13;;1;;;1;Electronic;;;;;;;;;1;;;;;;;;;;
001004;2;Bank of America;2008;;;;2008-04-28;;1;;;1;Paper;;;;;;;;;1;;;;;;;;;;
001005;2;Bank of America;2008;;;;2008-08-08;;1;;;1;Electronic;;;;;;;;;1;;;;;;;;;;
001006;2;Bank of America;2011;;;;2011-04-12, 2011-04-19, 2011-05-10;;;;;1;Electronic, Undefined, Paper;;;;;;;;;3;;;;;;;;;;
001007;2;Bank of America;2011;;;;2011-08-09;;1;;1;1;Both;;;;;;;;;1;;;;;;;;;;
001008;2;Bank of America;2011;;;;2011-10-31;;1;;;1;Electronic;;;;;;;;;1;;;;;;;;;;
001009;2;Bank of America;2012;;;;2012-03-21, 2012-04-02;;1;;1;1;Both, Undefined;;;;;;;;;2;;;;;;;;;;
001010;2;Bank of America;2013;;;;2013-04-23;;1;;;1;Electronic;;;;;;;;;1;;;;;;;;;;
001011;2;Bank of America;2013;;;2013-06-17;2013-07-24;1;;;;;RELEASE/ DISPLAY OF INFO;;;;;;;;;;;;;;1;;;;;
001012;2;Bank of America;2013;;;;2013-10-28;;;1;;1;Paper;;;;;;;;;1;;;;;;;;;;
001013;2;Bank of America;2013, 2014;;;;2013-12-23, 2013-12-30, 2014-01-23;;1;;1;1;Both, Electronic, Paper;;;;;;;;;3;;;;;;;;;;
001014;2;Bank of America;2014;;;;2014-02-28;;;;;1;Undefined;;;;;;;;;1;;;;;;;;;;
001015;2;Bank of America;2014;;;;2014-08-11;;1;;1;1;Electronic;;;;;;;;;2;;;;;;;;;;
001016;2;Bank of America;2014;;;;2014-10-08, 2014-10-10;;;;1;1;Electronic;;;;;;;1;;1;;;;;;;;;;
001017;2;Bank of America;2014, 2015;;;;2014-11-10, 2014-12-01, 2014-12-18, 2015-01-06, 2015-01-21;;1;1;;1;Paper, Electronic;;;;;;;;;5;;;;;;;;;;
001018;2;Bank of America;2015;;;;2015-03-16;;1;;;1;Electronic;;;;;;;;;1;;;;;;;;;;
001019;2;Bank of America;2015;;;;2015-04-13;;1;;;;former employee potentially engaging in fraudulent activity;;;;;;;;1;;;;;;;;;;;
001020;2;Bank of America;2015;;;;2015-05-15, 2015-05-20, 2015-06-02;;1;;1;1;Electronic, Paper;;;;;;;1;;2;;;;;;;;;;
001021;2;Bank of America;2015;;;;2015-08-04, 2015-08-28;;1;;1;1;Electronic;;;;;;;;;2;;;;;;;;;;
001022;2;Bank of America;2015;;;;2015-12-03;;1;;;1;Electronic;;;;;;;;;1;;;;;;;;;;
001023;2;Bank of America;2016;;;;2016-01-19, 2016-01-27;;1;1;;1;Electronic;;;;;;;;;2;;;;;;;;;;
001024;2;Bank of America;2016;;;;2016-03-21, 2016-03-25, 2016-03-28;;1;;;1;Electronic;;;;;;;;1;2;;;;;;;;;;
001025;2;Bank of America;2016;;;;2016-05-27;;1;;1;1;fraud by former employee, Undefined;;;;;;;;1;1;;;;;;;;;;
001026;1, 2;Bank of America;2016;;;;2016-07-20, 2016-07-22;;1;;;1;info improperly retained by former employee, Electronic;;;;;;;;1;1;;;;;;;;;;
001027;2;Bank of America;2016;;;;2016-11-07, 2016-11-25;;1;1;;1;Paper, Electronic;;;;;;;;;2;;;;;;;;;;
001028;2;Bank of America;2017;;;;2017-01-03, 2017-01-05, 2017-01-23;;1;;;1;Undefined, Paper;;;;;;;;;3;;;;;;;;;;
001029;2;Bank of America;2017;;;;2017-04-03, 2017-04-19;;1;;;1;Paper, Electronic;;;;;;;;;2;;;;;;;;;;
001030;2;Bank of America;2017;;;;2017-06-16;;;;1;1;Undefined;;;;;;;;;1;;;;;;;;;;
001031;2;Bank of America;2017;;;;2017-07-31;;1;;1;1;Electronic;;;;;;;;;1;;;;;;;;;;
001032;1, 2;Bank of America;2017, 2018;2018-01-02;;;2017-11-30, 2017-12-05, 2017-12-27, 2018-01-03, 2018-01-16, 2018-01-25, 2018-02-01, 2018-02-27, 2018-03-15, 2018-04-09, 2018-04-13, 2018-04-17, 2018-05-11;;1;1;1;1;info inadvertently sent to wrong recipient, Electronic, Paper, Undefined, former employee engaged in fraud;;;;;;;3;2;9;;;;;;;;;;
001033;2;Bank of America;2018;;;;2018-07-09;;;;;1;Electronic;;;;;;;;;1;;;;;;;;;;
001034;3, 2;Bank of America;2018;;;2018-07-13;2018-08-06, 2018-08-09, 2018-08-13, 2018-08-28;;1;;1;1;phishing, Electronic, Undefined;;;;;;;1;1;2;;;;;;;;;;
001035;1;Bank of America;2018;;;;2018-10-23;;;;;;info lost in transit;;;;;;;;1;;;;;;;;;;;
001036;2;Bank of Canton;2009;;;;2009-02-26;;;;1;;Electronic;;;;;;;;;1;;;;;;;;;;
001037;2;Bank of Canton;2009;;;;2009-09-02;;;;;;Electronic;;;;;;;;;1;;;;;;;;;;
001038;2;Bank of Canton;2013;;;;2013-08-29;;;;;;Electronic;;;;;;;;;1;;;;;;;;;;
001039;2;Bank of Canton;2014;;;;2014-02-28;;;;1;;Electronic;;;;;;;;;1;;;;;;;;;;
001040;2;Bank of Canton;2015;;;;2015-12-24;;1;;;;Electronic;;;;;;;;;1;;;;;;;;;;
001041;2;Bank of Canton;2016;;;;2016-08-29;;1;;;;Electronic;;;;;;;;;1;;;;;;;;;;
001042;2;Bank of Canton;2017;;;;2017-05-15;;1;;;;Electronic;;;;;;;;;1;;;;;;;;;;
001043;2;Bank of Canton;2018;;;;2018-04-09;;1;;;;Both;;;;;;;;;1;;;;;;;;;;
001044;1;Bank of Hope;2017;;;2017-02-14;2017-03-28;44;;;;;LOST IN TRANSIT;;;;;;;;;;;;;;1;;;;;
001045;2, 1;Bank of Hope;2018;2018-06-28;2018-07-05;;2018-07-30, 2018-08-01;11,362;1;;;;inadvertently posted on publicly accessible website;https://www.oag.ca.gov/system/files/Sample%20Notice_24.pdf;1;;;1;;1;1;;;;;;;;;;;
001046;2;Bank of Manhattan;2015;2015-05-29;2015-06-18;;2015-06-25, 2015-07-01;;1;1;;1;Electronic;;;;;;;1;;1;;;;;;;;;;
001047;2;Bank of New York Mellon;2008;;;;2008-03-28;;1;;;1;Electronic;;;;;;;;;1;;;;;;;;;;
001048;2;Bank of New York Mellon;2008;;;;2008-05-30;;1;;1;1;Electronic;;;;;;;;;1;;;;;;;;;;
001049;2;Bank of New York Mellon;2008;;;;2008-07-30;;1;;;;Paper;;;;;;;;;1;;;;;;;;;;
001050;2;Bank of New York Mellon;2008;;;;2008-08-29, 2008-09-16;;1;;;1;Electronic;;;;;;;;;2;;;;;;;;;;
001051;2, 3;Bank of the West;2014;;;2013-12-19;2014-02-05, 2014-02-06;54419;1;;;1;HACKERS/ UNAUTHORIZED ACCESS, Electronic;https://www.oag.ca.gov/system/files/Sample%20email%20notice_0.pdf-- https://www.oag.ca.gov/system/files/bank%20of%20the%20west%20notice%20letters%20SSN_0_0.pdf, https://www.doj.nh.gov/consumer/security-breaches/documents/bank-west-20140205.pdf;1;;;1;;1;;1;;1;;;1;;;;;
001052;2;Bank of the West;2014;;;;2014-07-16, 2014-07-17;;;;;1;Electronic;https://www.oag.ca.gov/system/files/Notice%20Sample_1.pdf;1;;;;;;;1;;;;;;;;;;
001053;2;Bank of the West;2015;;;2015-02-06;2015-03-24, 2015-03-25;58677;1;;;;INFORMATION ONLY, See Anthem notice;https://www.doj.nh.gov/consumer/security-breaches/documents/bank-west-20150324.pdf;;;;1;;1;1;;;1;;;1;;;;;
001054;2;Bank of the West;2017;2017-02-01;2017-04-09;;2017-05-24;;;;;;;https://www.oag.ca.gov/system/files/LS%200517-050%20ATM%20Skimming-GLBA%20Incident_0.pdf;1;;;;;;;;;;;;;;;;;
001055;2;Bank of the West;2017;2017-10-05;2017-10-05;;2017-12-05;;;;;;;https://www.doj.nh.gov/consumer/security-breaches/documents/bank-west-20171205.pdf;;;;;;;;;1;1;;;;;;;;
001056;2;Bank of the West;2018;2018-03-02;2018-03-19;;2018-08-20, 2018-08-27;;1;;;1;Electronic;https://www.oag.ca.gov/system/files/LS%200818-088%20GLBA%20Incident_0.pdf;1;;;;;;;1;1;;;;;;;;;
001057;2;Bank of the West;2019;;;;2019-04-05;;;;;;;https://www.oag.ca.gov/system/files/Bank%20of%20the%20West%20LS%200319-031%20Campbell%20ATM_0.pdf;1;;;;;;;;;;;;;;;;;
001058;2;Bank of Tokyo-Mitsubishi UFJ Ltd.;2013;;;;2013-09-11;;;;;;;https://www.doj.nh.gov/consumer/security-breaches/documents/bank-tokyo-mitsubishi-20130911.pdf;;;;;;;;;;1;;;;;;;;
001059;2;Bank of Vernon;2007;;;;2007-06-30;;;;;;;https://www.doj.nh.gov/consumer/security-breaches/documents/banker-benefits20070630.pdf;;;;;;;;;;1;;;;;;;;
001060;2;Bank of Vernon;2008;;;;2008-07-03;;1;;;1;Electronic;;;;;;;;;1;;;;;;;;;;
001061;2;Bank of Vernon;2018;;;;2018-08-15;1075;;;;;;;;;;1;;;;;;;;;;;;;;
001062;2, 3;Bank of Vernon;2018;;;2018-09-12;2018-11-21;1084;1;;;1;Electronic, PHISHING;;;;;;;;;1;;;;;1;;;;;
001063;2;Bankers Life;2015;2015-05-28;;;2015-09-03;1;;;;;;;;;;1;;;;;;;;;;;;;;
001064;2;Bankers Life;2015;;;;2015-12-18;;;;;1;Electronic;;;;;;;;;1;;;;;;;;;;
001065;2;Bankers Life;2016;2015-10-31;;;2016-02-17;1;;;;;;;;;;1;;;;;;;;;;;;;;
001066;2;Bankers Life;2016;2016-02-02;;;2016-04-22;1;;;;;;;;;;1;;;;;;;;;;;;;;
001067;2;Bankers Life;2016;2016-04-30;;;2016-06-30;1;;;;;;;;;;1;;;;;;;;;;;;;;
001068;2;Bankers Life;2016;;;;2016-10-17;;1;;;;Electronic;;;;;;;;;1;;;;;;;;;;
001069;2;Bankers Life;2017;2017-01-25;;;2017-04-05;4;;;;;;;;;;1;;;;;;;;;;;;;;
001070;2;Bankers Life;2018;2018-05-30;;;2018-09-13;;;;;;;https://attorneygeneral.delaware.gov/wp-content/uploads/sites/50/2018/11/GEN1-and-GEN2-Notices.pdf;;1;;;;;;;;;;;;;;;;
001071;2, 3;Bankers Life;2018;2018-05-30;2018-09-13, 2018-05-30;2018-08-07;2018-10-25, 2018-10-26, 2018-10-30, 2018-11-13;799563, 799,563;1;;;1;unauthorized access, PHISHING, Electronic, Hackers/Unauthorized Access;https://www.oag.ca.gov/system/files/CNO%20CA1%20Notice%20%282%29%20%282%29_0.pdf, https://www.oag.ca.gov/system/files/CNO%20CA2%20Notice_0.pdf, https://www.iowaattorneygeneral.gov/media/cms/102518_Bankers_Life_and_Casualty_Co_83AB768C69433.pdf, https://cca.hawaii.gov/ocp/files/2018/11/Bankers_Life_OCP_2018-0552.pdf, https://www.iowaattorneygeneral.gov/media/cms/111318__Bankers_Breach_Consumer_Let_ACAFE8D3F1B90.pdf;1;;1;1;2;;1;1;1;;;1;1;1;1;;1;
001072;2;BankFive;2010;;;;2010-12-13;;1;;;1;Paper;;;;;;;;;1;;;;;;;;;;
001073;2, 3;BankSouth Mortgage;2017;2017-02-03;2017-02-03;2017-02-07;2017-04-07, 2017-04-11, 2017-04-13;2671;1;1;1;1;unauthorized access to employee email, HACKERS/ UNAUTHORIZED ACCESS, Electronic;;;;;;;;2;1;1;;;;1;;;;;
001074;2;BankUnited;2014;;;;2014-07-29;;1;;;1;Electronic;;;;;;;;;1;;;;;;;;;;
001075;2;Banner Engineering Inc;2018;2018-03-18;;;2018-06-27;1229;;;;;;;;;;1;;;;;;;;;;;;;;
001076;2;Banner Health Inc;2011;;;;2011-11-04;;1;;;1;Both;;;;;;;;;1;;;;;;;;;;
001077;2;Banner Health Inc;2016;2015-12-03;;;2016-02-26;140;;;;;;;;;;1;;;;;;;;;;;;;;
001078;2, 3;Banner Health Inc;2016;2016-06-23, 2016-06-17;2016-07-07, 2016-06-25;2016-07-13;2016-08-03;3623140;1;;;1;Electronic, hackers, HACKERS/ UNAUTHORIZED;https://www.oag.ca.gov/system/files/Banner%20Patient%20letter%20%28CA%29_0.pdf-- https://www.oag.ca.gov/system/files/Banner%20Payment%20Card%20Ad%20CA%20r3prf_0.pdf-- https://www.oag.ca.gov/system/files/Banner%20press%20release_0.pdf-- https://www.oag.ca.gov/system/files/Banner%20Provider%20Ad%20CA%20r1prf_0.pdf-- https://www.oag.ca.gov/system/files/Patient%20Substitute%20Notice_0.pdf-- https://www.oag.ca.gov/system/files/Payment%20Card%20Sub%20Notice_2016%2008%2003_0.pdf, https://www.iowaattorneygeneral.gov/media/cms/Banner_Health_164A51E6EC1F6.pdf, https://www.doj.nh.gov/consumer/security-breaches/documents/banner-health-20160803.pdf;1;;;1;1;1;1;1;1;1;;;1;1;;;1;
001079;2;Banner Health Inc;2016;2016-11-01;;;2016-12-19;;;;;;;;;;;;;1;;;;;;;;;;;;
001080;2;Banner Health Inc;2018;2018-03-19;;;2018-04-04;1;;;;;;;;;;1;;;;;;;;;;;;;;
001081;2;Banner Health Inc;2018;2018-08-03;;;2018-08-15;1;;;;;;;;;;1;;;;;;;;;;;;;;
001082;2;Banner Health Network;2014;2014-02-21;;2014-02-24;2014-03-05, 2014-03-06;55207;1;;;1;RELEASE/ DISPLAY OF INFO, Paper;;;;;1;;;;1;;;;;1;;;;;
001083;1;Banner Life Insurance Co;2011;;;2011-05-13;2011-07-07;18021;;;;;STOLEN LAPTOPS, COMPUTERS & EQUIP;;;;;;;;;;;;;;1;;;;;
001084;2;Banner Life Insurance Co;2013;;;2013-04-03;2013-04-16;9;;;;;RELEASE/ DISPLAY OF INFO;;;;;;;;;;;;;;1;;;;;
001085;1;Baptist Primary Care;2014;;;2014-10-21;2014-11-20;1449;;;;;DATA THEFT BY EMPLOYEE OR CONTRACTOR;;;;;;;;;;;;;;1;;;;;
001086;2;Barbecue Renew Inc;2015;2014-01-19;2014-04-01;;2015-01-16, 2015-01-20;;;;1;1;Electronic;https://www.doj.nh.gov/consumer/security-breaches/documents/barbecue-renew-20150116.pdf, https://www.oag.ca.gov/system/files/Barbecue%20Renew%20Consumer%20Notification%20Sample_0.pdf-- https://www.oag.ca.gov/system/files/Barbecue%20Renew%20FAQs_0.pdf;1;;;;;;;1;;1;;;;;;;;
001087;2;Barbecue Renew Inc;2015;2015-03-01;;;2015-04-17;;;;1;;;;;;;;;1;;;;;;;;;;;;
001088;2, 3;Barclays Bank Delaware;2017;2017-01-05;;2017-01-05;2017-03-06, 2017-03-09;37, 38;;;1;;Electronic, unauthorized login, HACKERS/ UNAUTHORIZED ACCESS;;;;;1;;;2;1;;;;;1;;;;;
001089;2, 1;Bare Escentuals;2010;;;2010-08-15;2010-11-01, 2010-11-03;;1;;;1;STOLEN LAPTOPS, COMPUTERS & EQUIP, Electronic;https://www.doj.nh.gov/consumer/security-breaches/documents/bare-escentuals-20101101.pdf;;;;;;;;1;;1;;;1;;;;;
001090;2;Barer Law Offices;2017;2017-05-23;2017-05-23;;2017-09-05;;;;;;;;;;;;;;;;1;;;;;;;;;
001091;3;Barkeater Chocolates;2013;;;2013-11-20;2013-12-12;312;;;;;HACKERS/ UNAUTHORIZED;;;;;;;;;;;;;;1;;;;;
001092;2;Barnes & Noble Booksellers Inc;2018;;;;2018-10-24;;;;;;;https://www.doj.nh.gov/consumer/security-breaches/documents/barnes-noble-20121024.pdf;;;;;;;;;;1;;;;;;;;
001093;2;Barnesand Thornburg LLP;2018;2018-04-20;;;2018-06-29;3;;;;;;;;;;1;;;;;;;;;;;;;;
001094;2;Barproducts.com;2015;2015-10-01;;;2015-11-18;;;;1;;;;;;;;;1;;;;;;;;;;;;
001095;2;Barre Savings Bank;2009;;;;2009-02-02;;;;1;;Electronic;;;;;;;;;1;;;;;;;;;;
001096;3;Barron Area School District;2017;2017-01-18;;;2017-01-19;;1;;;1;;;;;;;;;;;;;;;;;;;;1
001097;2, 3;Barry University;2013, 2014;2013-05-14;;2013-05-14;2013-12-27, 2014-01-15, 2014-01-24;4333;1;1;;1;HACKERS/ UNAUTHORIZED, Electronic;;;;;1;;;;1;;;;;1;;;;;
001098;2;Bartech Group Inc;2016;2016-02-08;;;2016-04-01;393;;;;;;;;;;1;;;;;;;;;;;;;;
001099;2, 3;Bartell Hotels;2014;2014-02-16;2014-05-13;2014-05-30;2014-08-29, 2014-09-12, 2014-09-15;43000;1;;1;1;HACKERS/ UNAUTHORIZED, Electronic;https://www.oag.ca.gov/system/files/Website%20posting_0.pdf, https://www.doj.nh.gov/consumer/security-breaches/documents/bartell-hotels-20140912.pdf;1;;;1;;1;;1;;1;;;1;;;;;
001100;2;Bartell Hotels;2014;2014-10-01;;;2014-11-19;;;;;;;;;;;;;1;;;;;;;;;;;;
001101;3;Barton College;2016;;;2016-04-08;2016-04-15;14;;;;;PHISHING;;;;;;;;;;;;;;1;;;;;
001102;2;Barton Oaks Dental Group;2017;2017-03-23;2017-03-23;;2017-05-18;;;;;;;;;;;;;;;;1;;;;;;;;;
001103;2;BASF Corporation;2010;;;2010-05-18;2010-07-02;;;;;;RELEASE/ DISPLAY OF INFO;;;;;;;;;;;;;;1;;;;;
001104;2;Bashas Family of Stores;2013;2013-04-01;;;2013-05-21;;;;1;;;;;;;;;4;;;;;;;;;;;;
001105;2;Batdorf & Bronson Coffee Roasters;2016;2015-10-01;2016-04-22;2016-04-20;2016-05-17;1845;;;1;;Electronic;;;;;1;;1;;1;;;;;;;;;;
001106;2;Bath Housing Authority;2018;2018-04-25;;;2018-06-06;;1;;;;;;;;;;;1;;;;;;;;;;;;
001107;3, 2;Batteries.com LLC;2009;;;2009-02-25;2009-05-18, 2009-05-22;;;;1;1;HACKERS/ UNAUTHORIZED, Electronic;https://www.doj.nh.gov/consumer/security-breaches/documents/batteries-20090518.pdf;;;;;;;;1;;1;;;1;;;;;
001108;2, 3;Bauer Media Group USA;2018;2018-03-29;;2018-04-25;2018-05-04, 2018-05-08;410;1;;;1;phishing, PHISHING, Electronic;;;;;1;;;1;1;;;;;1;;;;;
001109;2;Bauer Performance Sports Ltd;2011;;;;2011-10-19;;1;;;1;Electronic;;;;;;;;;1;;;;;;;;;;
001110;2, 3;Baxter Credit Union;2016;2016-10-03, 2016-10-11;2016-10-11;2016-10-03;2016-11-10, 2016-11-14;6998;1;1;1;1;Electronic, HACKERS/ UNAUTHORIZED ACCESS;https://www.oag.ca.gov/system/files/BCU_-_SSN_Plus_Notice_0.PDF;1;;;1;;;1;2;1;;;;1;;;;;
001111;2;Baxter International Inc;2008;;;;2008-07-11;;;;;;;https://www.doj.nh.gov/consumer/security-breaches/documents/baxter-20080711.pdf;;;;;;;;;;1;;;;;;;;
001112;2;Bay Area Air Quality Management District;2018;;;;2018-05-25;;;;;;;https://www.oag.ca.gov/system/files/20180525%20BAAQMD%20Sample%20Breach%20Notice_0.pdf;1;;;;;;;;;;;;;;;;;
001113;2;Bay Area Bioscience Association;2014;;;;2014-09-26;;;;;;;https://www.oag.ca.gov/system/files/BayBio_CreditAlert_9-26-2014_0.pdf;1;;;;;;;;;;;;;;;;;
001114;2;Bay Area Childrens Association;2016;2015-01-15;;;2016-05-05;;;;;;;https://www.oag.ca.gov/system/files/BACA%20Notification_0.pdf;1;;;;;;;;;;;;;;;;;
001115;2;Bay Area Chiropractic Center LLC;2016;2015-06-01;2015-08-31;;2016-02-23;;;;;;;;;;;;;;;;;;;;;1;;;;
001116;2;Bay Area Pain Medical Associates;2014;2014-05-19;;;2014-07-16;;;;;;;https://www.oag.ca.gov/system/files/BayArea_proof_0.pdf;1;;;;;;;;;;;;;;;;;
001117;2;Bay Cove Human Services;2013;;;;2013-12-26;;1;;;;Paper, Electronic;;;;;;;;;2;;;;;;;;;;
001118;2;Bay North Capital LLC;2010;;;;2010-02-16;;1;;;1;Paper;;;;;;;;;1;;;;;;;;;;
001119;2;Bay Path University;2016;;;;2016-08-08;;1;;;1;Paper;;;;;;;;;1;;;;;;;;;;
001120;2;Bay Ridge Federal Credit Union;2017;;;;2017-11-16;;1;;;;unauthorized access to servers;;;;;;;;1;;;;;;;;;;;
001121;3, 2;Bay Ridge Toyota;2015;;;2015-09-17;2015-11-24, 2015-11-30;537;1;;;1;HACKERS/ UNAUTHORIZED, unauthorized access, Electronic;;;;;;;1;1;1;;;;;1;;;;;
001122;2;Bay State Savings Bank;2009;;;;2009-10-28;;;;;1;Paper;;;;;;;;;1;;;;;;;;;;
001123;2;Bay State Savings Bank;2014;;;;2014-02-06, 2014-02-14;;;;1;;Electronic;;;;;;;;;2;;;;;;;;;;
001124;1;Bay View Acceptance Corp.;2006;;;2006-07-12;2006-08-10;;;;;;LOST IN TRANSIT;;;;;;;;;;;;;;1;;;;;
001125;2;Bayard;2015;;;;2015-09-11;;;;;;;https://www.doj.nh.gov/consumer/security-breaches/documents/bayard-max-20150911.pdf;;;;;;;;;;1;;;;;;;;
001126;2;BayBio;2015;;;;2015-01-12;;;;1;;Electronic;;;;;;;;;1;;;;;;;;;;
001127;2;Bayer Corporation;2015;;;;2015-05-29;;1;;;;Electronic;;;;;;;;;1;;;;;;;;;;
001128;2;Bayer Corporation;2017;;;;2017-07-18;;;;;1;Electronic;;;;;;;;;1;;;;;;;;;;
001129;3;BayFirst Solutions LLC;2017;;;2017-02-21;2017-04-10;257;;;;;PHISHING;;;;;;;;;;;;;;1;;;;;
001130;2, 3;Baylor College of Medicine;2016;2016-10-15, 2016-10-18;2016-10-31;2016-10-18;2016-11-30, 2016-12-02, 2016-12-06;2763;1;;;;HACKERS/ UNAUTHORIZED;https://www.doj.nh.gov/consumer/security-breaches/documents/baylor-college-20161130.pdf;;;;;;1;1;;1;1;;;1;;;;;
001131;2, 3;Baylor College of Medicine;2017;2016-10-15, 2016-10-18;2017-10-31;2017-10-03;2017-11-08, 2017-11-20, 2017-11-21;2267;1;;;1;Electronic, HACKERS/ UNAUTHORIZED;https://www.doj.nh.gov/consumer/security-breaches/documents/baylor-college-20171108.pdf, https://ago.vermont.gov/blog/2017/11/21/baylor-college-medicine-sbn-consumers/;;;;;;1;;1;1;1;;;1;;;1;;
