Oregon State Accident Insurance Fund Corporation,itu-298310,6/8/2018,1,"name, health insurance info",unauthorized access to employee email account
"Baldwin & Associates, LLC",itu-298312,6/8/2018,3,"name, address, ssn",unauthorized access to employee email
"Elmcroft Senior Living, Inc.",itu-298377,6/8/2018,281,"accessed names, dates of birth, and in some instances, Social Security numbers and personal health information",hacked user account
"Creative Bus Services, Inc.",itu-298378,6/8/2018,2,"name, address, payment card info",website vulnerability
American Lubrication Equipment Corporation,itu-298297,6/7/2018,19,"Name, SSN, contribution amounts related to 401(k) accounts",Unauthorized access to an employee's email
"Aimbridge Hospitality Holdings, LLC",itu-298299,6/7/2018,1612,"Name, SSN, financial account information, driver's license number, state identification number, passport number, alien registration card, US permanent resident card, username/password",Unauthorized access to employee email accounts
"Quad-C Management, Inc.",itu-298305,6/7/2018,2,"name, bank account info, ssn",unauthorized access to employee email account
"Lutz & Carr, CPAs. LLP",itu-298367,6/7/2018,2,"name, ssn, tax info",unauthorized access
"RISE Wisconsin, Inc.",itu-298368,6/7/2018,2,"name, address, dob, ssn, health info",ransomware
Aultman Hospital,itu-298369,6/7/2018,2,"name, address, dob",unauthorized access to employee email account
"Boston Biomedical, Inc.",itu-298373,6/7/2018,2,"d W-9, I-9, and other employment forms, containing names, addresses, dates of birth, Social Security numbers, and in some cases passport number",unauthorized access to employee email account
"Systeme Software, Inc.",itu-298374,6/7/2018,105,"name, address, ssn",info inadvertently available on public internet
"Qualified Plans, LLC",itu-297723,6/6/2018,103,"name, dob, ssn",phishing
The Prudential Insurance Company of America,itu-298309,6/6/2018,1,"name, address, dob, ssn",unauthorized access
SunTrust Bank,itu-297705,6/5/2018,1,"name, dob, ssn, address",info included in email to unauthorized recipient
Health Care Service Corporation,itu-297706,6/5/2018,4,"name, address, dob, ssn, medical service info",unauthorized access
Walgreen Co.,itu-298308,6/5/2018,,"name, payment card info",skimming device
"Target Direct Marketing, LLC",itu-298307,6/4/2018,6,"Name, address, phone number, email address, DOB, SSN",computer access port improperly configured
Humana,itu-298317 (1),6/4/2018,6,"name, ssn, address",improperly transmitted via unsecured web application
Humana,itu-298317 (2),6/4/2018,6,"name, ssn, address",improperly transmitted via unsecured web application
Humana,itu-298317 (3),6/4/2018,6,"name, ssn, address",improperly transmitted via unsecured web application
PLAE INC,itu-298365,6/4/2018,211,"name, address, payment card info",cyber-attack
Then Continental Insurance Company,itu-298366,6/4/2018,1,"name, dob, medications, description of medical treatment",improper access by imposter
"Viveve, Inc.",itu-298288 (1),6/1/2018,1,"name, address, ssn, financial account number",phishing
"Viveve, Inc.",itu-298288 (2),6/1/2018,1,"name, address, ssn, financial account number",phishing
Advanced Technology Group,itu-298294,6/1/2018,3,"Name, DOB, phone number, home address, email address, SSN",phishing
Stein Eriksen Lodge Hotel,itu-298313,6/1/2018,5,"name, address, dob, ssn",hacking
TeenSafe,itu-298253,5/31/2018,4,username/pw,improper server configuration
"Temecula Motorsports, Inc.",itu-298315 (1),5/31/2018,11,"name, payment card info",malware
"Temecula Motorsports, Inc.",itu-298315 (2),5/31/2018,11,"name, payment card info",malware
Chattanooga Clothing Company,itu-298059,5/31/2018,2,"name, payment card info",malware
"Bellwether Enterprise Real Estate Capital, LLC",itu-298149 (1),5/30/2018,7,"name, ssn, dln",phishing
"Bellwether Enterprise Real Estate Capital, LLC",itu-298149 (2),5/30/2018,7,"name, ssn, dln",phishing
Rail Europe SAS,itu-298252,5/30/2018,87,"name, payment card info, username/pw",unauthorized access
Tolleson Wealth Management,itu-298065,5/30/2018,3,"name, ssn, dln",phishing
Pendleton Square Trust Company,itu-298066,5/30/2018,1,"name, address, ssn, dob, dln",unauthorized access to employee email account
Ullico Inc.,itu-298068,5/29/2018,8,"name, address, dob, ssn",software error
"Member Business Services, LLC d/b/a Commercial Alliance",itu-298246,5/29/2018,18,"name, ssn, dln, address",phishing
"St. Mary's Health, Inc. d/b/a St. Vincent Evansville",itu-298247,5/29/2018,21,"Name, address, dob, dln, ssn",software error
"Heritage Land Bank, ACA",itu-298272,5/29/2018,,"name, address, bank account number, loan numbers",unauthorized access
Bell Partners Inc.,itu-298064,5/29/2018,7,"name, ssn, EIN",unauthorized access to email account
"Jarrett & Luitjens, PLC",itu-298076,5/25/2018,7,"name, address, dob, ssn",lost backup drive
Luxury Retreats,itu-298077,5/25/2018,9,"name, address, dob, payment card info, dln, passport number, financial account number",unauthorized access to email account
"abod & caruso, llc",itu-298231,5/25/2018,1080,"name, address, ssn",unauthorized access
Care Partners Hospice and Palliative,itu-298233 (1),5/25/2018,1,"name, address, dob, medical info",unauthorized access to employee email account
Care Partners Hospice and Palliative,itu-298233 (2),5/25/2018,1,"name, address, dob, medical info",unauthorized access to employee email account
"Areion Global, LLC",itu-298240,5/25/2018,1,"name, payment card info, dln, financial account info",unauthorized access to email account
"Starr Insurance Holdings, Inc.",itu-298245,5/25/2018,,"name, address, dob, ssn, dln, insurance policy number",unauthorized access to employee email account
"Stephen J. FLood, CPA PLLC",itu-298071,5/24/2018,6,"name, address, wage info, tax info, ssn, bank account info",unauthorized access
Bloomfield Hills Schools,itu-298075,5/24/2018,2,Username/ PIN for parent portal,unauthorized access
The Hartford,itu-298089,5/24/2018,1,"name, medical records",unauthorized access by former physician
"Susan Ungvary, CPA, CFP",itu-298090,5/24/2018,2,"name, address, ssn, wage info, dob, dln, bank account info",unauthorized access
Employee Benefits Corporation,itu-298091,5/24/2018,,"name, address, ssn, dob, financial info, healthcare info",phishing
The Oregon Clinic,itu-298227 (1),5/24/2018,2,"names, dates of birth, and certain medical information",unauthorized access to employee email account
The Oregon Clinic,itu-298227 (2),5/24/2018,2,"names, dates of birth, and certain medical information",unauthorized access to employee email account
PrintingCenterUSA.com,itu-298254,5/24/2018,55,"name, payment card info",malware
National Railroad Passenger Corporation,itu-298226 (1),5/23/2018,97,"name, payment card info",unauthorized access
National Railroad Passenger Corporation,itu-298226 (2),5/23/2018,97,"name, payment card info",unauthorized access
Union Hospital,itu-298230,5/23/2018,1,"name, patient ID number, diagnoses info, billing and claims info",unauthorized access to vendor email account
"American Telecommunications, Inc.",itu-298087,5/22/2018,,"name, w2 tax info",inadvertently emailed
"Uno Alla Volta, LLC",itu-298214,5/22/2018,29,"name, address, payment card info",malware
UnitedHealthcare,itu-298215 (1),5/22/2018,3,"name, ssn, dob, ID number, provider name",info inadvertently accessible
UnitedHealthcare,itu-298215 (2),5/22/2018,3,"name, ssn, dob, ID number, provider name",info inadvertently accessible
"Medical Clinic of Houston, L.L.P.",itu-298255,5/22/2018,1,"name, address, dob, health insurance policy and ID number, clinical info",info improperly disclosed without authorization
"Ellevest, Inc.",itu-298256,5/21/2018,1,"name, dadress, ssn, financial account number",stolen laptop
"Pinnacle Advisory Group, Inc.",itu-298257 (1),5/21/2018,757,"name, dob, ssn, tax ID number, financial account numbers",unauthorized access to employee email account
"Pinnacle Advisory Group, Inc.",itu-298257 (2),5/21/2018,757,"name, dob, ssn, tax ID number, financial account numbers",unauthorized access to employee email account
"Bombas, LLC",itu-298085,5/18/2018,931,"name, payment card info",malware
The Coca-Cola Company,itu-298088,5/18/2018,19,"name, ssn",external hard drive misappropriated by former employee
The University of Toledo,itu-298093,5/18/2018,29,"name, addres, ssn, dob, wage info",info inadvertently sent to vendor
Principal Financial Group,itu-298094,5/18/2018,35,"name, address, ssn, dob",misplaced flash drive
"Capital One, National Association",itu-298210,5/18/2018,1,"name, address, dob, ssn",improper access by former employee
"Brinker International, Inc.",itu-298211,5/18/2018,,"name, payment card info",malware
Cruise Lines International Association,itu-298067,5/18/2018,1,"name, payment card info",unauthorized access to employee email accounts
"Bombas, LLC",itu-298085 (update),5/18/2018,931,"name, payment card info",malware
"Cactus Wellhead, LLC",itu-298209 (1),5/17/2018,1,"name, address, dob, ssn",phishing
"Cactus Wellhead, LLC",itu-298209 (2),5/17/2018,1,"name, address, dob, ssn",phishing
"Ameriprise Financial Services, Inc.",itu-298258,5/17/2018,2,"name, ssn, account numbers",info lost in transit
Corporation Service Company,itu-298062,5/17/2018,7585,"name, ssn",unauthorized access/ hacking
Corporation Service Company,itu-298062 (update),5/17/2018,7585,"name, ssn",unauthorized access/ hacking
intuit Inc.,itu-298207,5/16/2018,4,"name, social Security number, address, date of birth, driverâ€™s license number and financial information",unauthorized access
"ZRS Management, Inc.",itu-298208,5/16/2018,3,"name, address, ssn, dob",documents stolen from on-site storage unit
LifeBridge Health,itu-298115,5/15/2018,503951,"name, dob, insurance info, diagnoses, medications, treatment info, ssn",malware
"TaskRabbit, Inc.",itu-298123 (1),5/15/2018,58347,"name, username/pw, dob, payment card info, ssn, bank account info",unauthorized access
"TaskRabbit, Inc.",itu-298123 (2),5/15/2018,58347,"name, username/pw, dob, payment card info, ssn, bank account info",unauthorized access
"TaskRabbit, Inc.",itu-298123 (3),5/15/2018,58347,"name, username/pw, dob, payment card info, ssn, bank account info",unauthorized access
"TaskRabbit, Inc.",itu-298123 (update),5/15/2018,58347,"name, username/pw, dob, payment card info, ssn, bank account info",unauthorized access
Regions,itu-298122,5/14/2018,1,"name, ssn, address, bank account numbers",info inadvertently emailed to wrong recipient
Bank of America,itu-298119,5/11/2018,1,"name, address, ssn, card number",former employee engaged in fraud
Mountwest Community & Technical College,itu-298120,5/11/2018,2,"name, ssn",phishing
"Farmgirl Flowers, Inc.",itu-298121,5/11/2018,24,"name, address, payment card info",malware
Coconino County,itu-298125,5/11/2018,1,"name, address, taxpayer ID number",unauthorized access to email account
Global University,itu-298147,5/11/2018,1320,"name, ssn",database inadvertently accessible on the internet
Knape & Vogt Manufacturing Company,itu-298148,5/11/2018,2,"name, address, ssn",ransomware
The Arc Northern Chesapeak Region,itu-298199,5/11/2018,1406,"name, address, dob, ssn",unauthorized access to employee email account
Kirby & Associates PC,itu-298200,5/11/2018,15,2016 tax returns and supporting documentation,phishing
McMahan Thomson & Associates,itu-298138,5/10/2018,1,"name, address, ssn",malware
Taco John's of Iowa,itu-298201 (1),5/10/2018,1,"name, dob, compensation info, ssn, direct deposit info",phishing
Taco John's of Iowa,itu-298201 (2),5/10/2018,1,"name, dob, compensation info, ssn, direct deposit info",phishing
Verint Systems Inc.,itu-298203 (1),5/10/2018,19,"name, ssn",unauthorized access to employee email account
"SP Industries, Inc.",itu-298203 (2),5/10/2018,19,"name, ssn",unauthorized access to employee email account
"Equias Alliance, LLC",itu-298152,5/9/2018,5,personal info,unauthorized access to employee email account
SunTrust Bank,itu-298137,5/8/2018,1,"name, address, dob, account number, ssn",inadvertently sent to wrong individual
Deephaven Mortgage LLC,itu-298153,5/8/2018,82,"name, address, dob, ssn",unauthorized access to employee email account
"SP Industries, Inc.",itu-298204 (1),5/8/2018,16,"name, address, dob, ssn",unauthorized access to employee email
"SP Industries, Inc.",itu-298204 (2),5/8/2018,16,"name, address, dob, ssn",unauthorized access to employee email
Purdy Insurance Agency,itu-298146,5/7/2018,8,"nae, ssn, dln",stolen laptop
Malley's Chocolates,itu-298150,5/7/2018,27,"name, address, payment card info",unauthorized access
The Prudential Insurance Company of America,itu-298151,5/7/2018,3,"name, address, dob, ssn",unauthorized access
Cambridge Dental Consulting Group,itu-298167,5/7/2018,4,"employment information, health care dental plan information, including the member number for the plan to which a patient or the policy holder subscribed, dates of birth, contact information, health and treatment history and social security numbers",info inadvertently accessible to the internet
Sprint Corporation,itu-298171 (1) ,5/7/2018,1,"name, ssn, payment card info, sprint PIN",improper access by vendor
Sprint Corporation,itu-298171 (2) ,5/7/2018,1,"name, ssn, payment card info, sprint PIN",improper access by vendor
American National Insurance Company,itu-298172 (1),5/7/2018,47,"name, policy number, policy number, ssn",stolen laptop
American National Insurance Company,itu-298172 (2),5/7/2018,47,"name, policy number, policy number, ssn",stolen laptop
Bennett Thrasher LLP,itu-298130,5/4/2018,4,"name, address, ssn",unauthorized access
Varanko & Black CPA,itu-298163,5/4/2018,212,"name, address, ssn",could not find evidence
Bauer Media Group USA,itu-298164,5/4/2018,2,"name, dob, ssn, financial account info, W2 info",phishing
Alaska Airlines,itu-298205 (1),5/3/2018,10,"name, dob, address, payment card info",unauthorized access
Alaska Airlines,itu-298205 (2),5/3/2018,10,"name, dob, address, payment card info",unauthorized access
Alaska Airlines,itu-298205 (3),5/3/2018,10,"name, dob, address, payment card info",unauthorized access
"Conservest Capital Advisors, Inc.",itu-298161,5/2/2018,3,"name, ssn, tax ID number",unauthorized activity
Hampton Roads Shipping Association,itu-298061,5/2/2018,4,"name, ssn, address, dob, tax info",phishing
National Recreation and Park Association,itu-297386,5/1/2018,40,"name, addrss, ssn, tax id number",unauthorized access
The Childrens Mercy Hospital,itu-297380,4/30/2018,6,"name, medical and diagnosis info, dob",phishing
SA Stone Wealth Management Inc.,itu-297381 (1),4/30/2018,2,"name, address, account number",malware
SA Stone Wealth Management Inc.,itu-297381 (2),4/30/2018,2,"name, address, account number",malware
National Restaurant Association,itu-297382,4/30/2018,106,"name, ssn, dln, financial account info, username/password",unauthorized access to email
Missouri Athletic Club,itu-297384,4/30/2018,2,"name and payment card number, security code, and expiration date",unauthorized access to email accounts
National Restaurant Association,itu-297382 (update),4/30/2018,106,"name, ssn, dln, financial account info, username/password",unauthorized access to email
YMCA of the East Bay,itu-297403,4/27/2018,1,worker compensation and legal claims,stolen laptop
Rail Europe North America Inc.,itu-297372 (2),4/27/2018,361,"name, address, payment card info, username and password",malware
Rail Europe North America Inc.,itu-297372,4/27/2018,361,"name, address, payment card info, username and password",malware
CPT Group Inc.,itu-297379 (1),4/27/2018,67,"name, address, ssn",phishing
CPT Group Inc.,itu-297379 (2),4/27/2018,67,"name, address, ssn",phishing
Family Investment Administration at the Department of Human Services,itu-297340,4/26/2018,2,"name, address, account number",info inadvertently sent to wrong recipient
intuit Inc.,itu-297341,4/26/2018,9,"name, Social Security number, address, date of birth, driverâ€™s license number and financial information (e.g., salary and deductions), and information of other individuals contained in the tax return",unauthorized access
Carolina Digestive Health Associates,itu-297342 (2),4/26/2018,7,"name, ssn, dob",info stolen by employee
Carolina Digestive Health Associates,itu-297342,4/26/2018,7,"name, ssn, dob",info stolen by employee
"Lone Star Ag Credit, ACA",itu-297343 (1),4/26/2018,1,"name, address, bank info, loan number",unauthorized access
"Lone Star Ag Credit, ACA",itu-297343 (2),4/26/2018,1,"name, address, bank info, loan number",unauthorized access
"Julian Sur, CPA",itu-297364,4/26/2018,4,"name, dob, phone number, ssn, w-2 tax info, dln, bank info",unauthorized access to email
"Lone Star Ag Credit, ACA",itu-297368 (1),4/26/2018,1,"name, address, bank account info, loan numbers",unauthorized access
"Lone Star Ag Credit, ACA",itu-297368 (2),4/26/2018,1,"name, address, bank account info, loan numbers",unauthorized access
Cetera Advisors LLC,itu-297370,4/26/2018,60,"name, address, dob, ssn, dln, account numbers",unauthorized access to email
Hudsons Bay Company,itu-297371,4/26/2018,,"name, payment card info",malware
Lincoln Financial Advisors Corporation,itu-297332 (1),4/25/2018,1,"name, ssn, dob",info inadvertently emailed to wrong recipient
Lincoln Financial Advisors Corporation,itu-297332 (2),4/25/2018,1,"name, ssn, dob",info inadvertently emailed to wrong recipient
"WithumSmith+Brown, PC",itu-297336,4/25/2018,2,"name, address, ssn",phishing
Capital Farm Credit,itu-297337,4/25/2018,,"name, address, bank account info, loan number, dln",unauthorized access
"Alabama Ag Credit, ACA",itu-297338,4/25/2018,,"name, bank info, address, loan number",unauthorized access
"Mitchell International, Inc.",itu-297339 (2),4/25/2018,16,"name, workers compensation claim number, and workers compensation medical records, and a smaller subset included social security numbers",inadvertently available via the internet
"Mitchell International, Inc.",itu-297339 (3),4/25/2018,16,"name, workers compensation claim number, and workers compensation medical records, and a smaller subset included social security numbers",inadvertently available via the internet
"Mitchell International, Inc.",itu-297339,4/25/2018,16,"name, workers compensation claim number, and workers compensation medical records, and a smaller subset included social security numbers",inadvertently available via the internet
"Telestream, LLC",itu-297401,4/25/2018,4,"name, w2 tax info",phishing
Ramy Brook,itu-297328,4/24/2018,13,"name, payment card info, address",malware
Atrium Hospitality,itu-297329,4/24/2018,1,"name, payment card info",malware
Sears Holdings Corporation,itu-297330,4/24/2018,2588,"name, payment card info",malware
"Signature Systems Group, LLC",itu-297331,4/24/2018,5,"name, ssn, bank account info, health insurance info, credit card number",phishing
Atlas Medstaff,itu-297399,4/24/2018,1,"name, dob, ssn, address",stolen laptop
Capital Digestive Care,itu-297325,4/23/2018,8713,"name, address, dob, possible health info",info accessible via public portals
MCR Inestors LLC,itu-297327,4/23/2018,667,"name, address, ssn, w2 tax info",stolen laptop
CareFirst,itu-297397,4/23/2018,5,"name, ssn",phishing
UniCarriers Americas Corporation,itu-297398,4/23/2018,1,"name, address, ssn",ransomware
Friends of Falls Church Homeless Shelter,itu-296819 (1),4/20/2018,,"name, address, bank account number, signature",unauthorized access
American Society of Anesthesiologists,itu-297322 (1),4/20/2018,,"name, email address, ssn",phishing
American Society of Anesthesiologists,itu-297322 (2),4/20/2018,,"name, email address, ssn",phishing
"Michael Gruber, DMD, PA",itu-297323,4/20/2018,14,"name, address, ssn, dln,  health insurance info, medical info",ransomware
Southwest Airlines Co.,itu-297324 (update),4/20/2018,1427,"name, payment card info, email address, address",unauthorized access
Southwest Airlines Co.,itu-297324,4/20/2018,1427,"name, payment card info, email address, address",unauthorized access
Northwestern Mutual Life Insurance Company,itu-296813 (1),4/19/2018,2,"name, address, dob, ssndln",inadvertently emailed info to wrong recipient
Northwestern Mutual Life Insurance Company,itu-296813 (2),4/19/2018,2,"name, address, dob, ssndln",inadvertently emailed info to wrong recipient
"Premier Fixtures, LLC",itu-296814,4/19/2018,1,"name, ssn",phishing
"Pershing, LLC",itu-296815,4/19/2018,10,"name, account number, ssn",coding error
"Strategic Analysis, Inc.",itu-296816,4/19/2018,356,"name, bank account and routing number",unauthorized access
Hepburn and Sons LLC,itu-297396,4/19/2018,5,"name, address, ssn, w2 tax info",spearphishing
The Juilliard School,itu-296785,4/18/2018,1,"name, address, ssn",IRS form inadvertently mailed to wrong recipient
M&T Bank (Identity Theft),itu-296786,4/18/2018,1,"name, address, ssn, dob, dln",email attachment inadvertently sent to wrong recipient
Eastern Bank,itu-296789,4/18/2018,2,"name, payment card info",skimming device
Ithaca College,itu-295823,4/17/2018,1,"name, dln",phishing
"W.W. Grainger, Inc.",itu-295831 (1),4/17/2018,343,"name, payment card info",unauthorized access
"W.W. Grainger, Inc.",itu-295831 (2),4/17/2018,343,"name, payment card info",unauthorized access
SunTrust Bank,itu-295848,4/17/2018,2,"name, dob, ssn",inadvertently faxed to wrong recipients
"World Travel Holdings, Inc.",itu-295814,4/16/2018,94,"name, dob, payment card info, address",unauthorized access
"Arcadis U.S., Inc.",itu-295816 (1),4/16/2018,1,"name, dob, address, financial account info, w2 tax info",phishing
"Arcadis U.S., Inc.",itu-295816 (2),4/16/2018,1,"name, dob, address, financial account info, w2 tax info",phishing
"Temp-Tations Home LLC d/b/a ""Tara at Home""",itu-295824,4/16/2018,114,"name, payment card number",malware
Search Optics Management Corporation,itu-295694,4/13/2018,1,"name, address, ssn, w2 tax info",phishing
"Best Buy Co., Inc.",itu-295777,4/13/2018,,"name, address, payment card info",malware
"Inogen, Inc.",itu-295778 (1),4/13/2018,564,"name, address, dob, medicare info, insurance info",unauthorized access to employee email
"Inogen, Inc.",itu-295778 (2),4/13/2018,564,"name, address, dob, medicare info, insurance info",unauthorized access to employee email
"ABC Phones of North Carolina, Inc. dba Victra",itu-295811 (2),4/13/2018,11,"name, ssn, address, dob",phishing
"ABC Phones of North Carolina, Inc. dba Victra",itu-295811,4/13/2018,11,"name, ssn, address, dob",phishing
"Delta Air Lines, Inc.",itu-295677,4/12/2018,8246,"name, address, payment card info",malware
Fox News LLC,itu-295678,4/12/2018,5,usernames and passwords used to log in to the expense reimbursement system,unauthorized access to server
"HSBC Global Asset management, USA",itu-295807,4/12/2018,1,"name, account info",info emailed to incorrect recipient
Institute for Supply Management,itu-295808,4/12/2018,3,"name, payment card info",phishing
"B.T.C.E., Inc. d/b/a HomeBrewIt.com",itu-295781,4/11/2018,11,"name, payment card info",malware
"Mise En Place Restaurant Services, Inc.",itu-295804 (1),4/11/2018,102,"name, address, ssn, bank info",ransomware
"Mise En Place Restaurant Services, Inc.",itu-295804 (2),4/11/2018,102,"name, address, ssn, bank info",ransomware
"Mise En Place Restaurant Services, Inc.",itu-295804 (3),4/11/2018,102,"name, address, ssn, bank info",ransomware
"Iditarod Trail Committee, Inc.",itu-295806,4/11/2018,3,"name, ssn",stolen laptop/ thumb drive
"Austin, Nichols & Co., Inc.",itu-295519 (1),4/10/2018,1,"name, payment card info",unauthorized access
"Austin, Nichols & Co., Inc.",itu-295519 (2),4/10/2018,1,"name, payment card info",unauthorized access
"Betterton, Tyler & Summonte, PL",itu-295520,4/10/2018,1,"name, ssn",phishing
Victoria Independent School District,itu-295695 (1),4/10/2018,1,"name, address, ssn, id numbers, medical info",unauthorized access to email accounts
Victoria Independent School District,itu-295695 (2),4/10/2018,1,"name, address, ssn, id numbers, medical info",unauthorized access to email accounts
Athena Consulting,itu-295696,4/10/2018,474,"name, address, ssn, w2 tax info",phishing
"Whitmer & Company CPA's, LLP",itu-295697,4/10/2018,2,"name, address, ssn, dob, electronic signature, dln, financial account info",unauthorized access
"PF@-Com, Inc.",itu-295779 (1),4/10/2018,80,"name, payment card info",malware
"PF@-Com, Inc.",itu-295779 (2),4/10/2018,80,"name, payment card info",malware
Howard Bank,itu-295514 (1),4/9/2018,12,"name, financial account number",phishing
Howard Bank,itu-295514 (2),4/9/2018,12,"name, financial account number",phishing
Gibbs & Cox,itu-295843,4/9/2018,1,"name, ssn, dob",employee email accounts compromised
Susan Kieser & Associates,itu-295374,4/6/2018,1,"name, address, ssn",computers stolen during break in
Blue Beacon International,itu-295517 (1),4/6/2018,204,"name, ssn, login credentials",unauthorized access
Blue Beacon International,itu-295517 (2),4/6/2018,204,"name, ssn, login credentials",unauthorized access
"Bearing Distributors, Inc.",itu-295518,4/6/2018,1,"name, address, ssn, w2 tax info",phishing
"Interval International, Inc.",itu-295690,4/6/2018,44,"name, payment card info, dob,",malware
"Ameriprise Financial, Inc.",itu-295389,4/5/2018,1,"name, address, ssn, account numbers",improperly uploaded to personal email account
"H-2 Enterprises, LLC",itu-295522,4/5/2018,1,"name, banking info",unauthorized access to email account
"Dollar Shave Club, Inc.",itu-295682,4/5/2018,146,"name, address, username/pw, some payment card info",unauthorized access
"Bio-Rad Laboratories, Inc.",itu-295208 (1),4/4/2018,7,"name, address, ssn, tax ID number",unauthorized access to employee email accounts
"Bio-Rad Laboratories, Inc.",itu-295208 (2),4/4/2018,7,"name, address, ssn, tax ID number",unauthorized access to employee email accounts
intuit Inc.,itu-295210,4/4/2018,24,"name, Social Security number, address, date of birth, driverâ€™s license number and financial information",unauthorized access
John Y. Trent & Associates LLC,itu-295278,4/4/2018,5,"name, address, Social Security number, wage/salary information, date of birth, driverâ€™s license number and bank account information",unauthorized access to computer network
Bigfoot Gun Belts,itu-295684,4/4/2018,45,"name, payment card info",malware
US GreenFiber LLC,itu-295127,4/3/2018,4,"name, dln, ssn, biometric data",ransomware
"Fred Usinger, Inc.",itu-295689,4/3/2018,,"name, payment card info",unauthorized access
Boys & Girls Clubs,itu-295692,4/3/2018,3,"name, ssn, address, bank account info",unauthorized access to server
"K. Hovnanian American Mortgage, L.L.C.",itu-295017,4/2/2018,10,"name, address, ssn",improper access by former employee
Arraya,itu-295027,4/2/2018,1,"name, address, ssn, wage info",unauthorized access
"H-2 Enterprises, LLC",itu-295070,4/2/2018,1,"name, bank account info",phishing
"Shutterfly, Inc.",itu-295693,4/2/2018,1,"name, ssn, address, dob, bank account info",unauthorized access
Alabama Ballet,itu-295372,3/30/2018,2,"name, ssn, direct deposit info",ransomware
"Tidewater Mortgage Services, Inc.",itu-295373,3/30/2018,1,"name, ssn, dln, bank account info",phishing
Howard University,itu-291764,3/29/2018,2,"name, address, ssn, financial info",phishing
Lincoln Financial Group,itu-295367 (1),3/29/2018,316,"name, address, date of birth, policy number, claim number, Social Security number and health information",phishing
Lincoln Financial Group,itu-295367 (2),3/29/2018,316,"name, address, date of birth, policy number, claim number, Social Security number and health information",phishing
Thermo Fisher Scientific Inc.,itu-295368,3/29/2018,117,"name, ssn",unauthorized access to email accounts
"Under Armour, Inc.",itu-295369,3/29/2018,,"usernames, email addresses, and hashed passwords",unauthorized access
Southwest Airlines Co.,itu-295371,3/29/2018,2,"name, address, phone number, email address, employee identification number, date of birth, Social Security Number, passport information, date of birth, wage and payroll information, insurance and other benefits information, and W-2 and 1095-C tax forms",unauthorized access
"The Retirement Advantage, Inc.",itu-295004,3/28/2018,59,"name, ssn, address, dob, financial info",phishing
Franklin American Mortgage Company,itu-295340,3/28/2018,2,"customers name, address, complete or partial account numbers, Social Security number, birth date, phone number, driver license information, email address, employment information",unauthorized access to email accounts
"Mendes & Haney, LLP",itu-295344,3/28/2018,1,"name, address, Social Security number, and any earnings and/or distributions or loans to or from that entity",unauthorized access to  computer network
Morgenthaler Private Equity,itu-295346 (2),3/28/2018,4,"name, address, email address, social security number, and financial account information.",phishing
Morgenthaler Private Equity,itu-295346,3/28/2018,4,"name, address, email address, social security number, and financial account information.",phishing
"Middletown Medical, P.C.",itu-295350,3/28/2018,19,names; birthdates; client identification numbers; indication(s) that the patient received services; date(s) that the patient received services; radiology report(s); radiology images(s); and diagnosis/diagnoses,improper security setting
"ATI Holdings, LLC",itu-295354,3/28/2018,1823,"name, date of birth, drivers license or state identification number, Social Security number, credit card number, financial account number, medical information, and/or health insurance information",unauthorized access
"Wealth Management, Inc.",itu-295355,3/28/2018,,"name, address, dob, ssn, dln, account numbers",unauthorized access
Sprint Corporation,itu-295363 (1),3/28/2018,1,"name, ssn",improper access by two former employees
Sprint Corporation,itu-295363 (2),3/28/2018,1,"name, ssn",improper access by two former employees
"ATI Holdings, LLC",itu-295354 (update),3/28/2018,1823,"name, date of birth, drivers license or state identification number, Social Security number, credit card number, financial account number, medical information, and/or health insurance information",unauthorized access
"ATI Holdings, LLC",itu-295354 (update two),3/28/2018,1823,"name, date of birth, drivers license or state identification number, Social Security number, credit card number, financial account number, medical information, and/or health insurance information",unauthorized access
Len the Plumber,itu-294807,3/27/2018,,"name, address, ssn, w-2 tax info",phishing
Vidant Medical Group LLC,itu-295000,3/27/2018,1,"name, dob, ssn, medical info",stolen from employee vehicle
"NWAM, LLC dba Northwest Asset Management dba RIA innovations",itu-295001,3/27/2018,2,"name, bank account info",employee email account compromised
"Teal Becker & Chiaramonte, CPAs, PC",itu-295002,3/27/2018,29,"name, address, ssn, tax info",ransomware
Pro World Inc.,itu-295005,3/27/2018,1,"name, payment card info, address",malware
"Ross, Langan & McKendree, LLP",itu-295006,3/27/2018,17,"name, ssn",unauthorized access to email accounts
The Hanover Insurance Company,itu-295007,3/27/2018,17,"name, address, ssn, dln",unauthorized access to email accounts
"Funding Circle USA, Inc.",itu-295010,3/27/2018,,"name, address, ssn",unauthorized access
Squire Patton Boggs (US) LLP,itu-295296,3/27/2018,9,"name, ssn, address, 1099 tax info",mailing error
Manduka,itu-295333 (1),3/27/2018,885,"name, payment card info",malware
Manduka,itu-295333 (2),3/27/2018,885,"name, payment card info",malware
Mintie Corporation,itu-295334,3/27/2018,1,"name, payment card info",ransomware
TranDotCom Solutions,itu-295337,3/27/2018,3,"name, dob, income info, ssn, bank account info",info inadvertently shared with federal agency
"J.C. Penney Corporation, Inc.",itu-295339,3/27/2018,11,"names, addresses, Social Security numbers and employer identification numbers",unauthorized access
Manduka,itu-295333 (Update) (1),3/27/2018,885,3/27/2018,malware
Manduka,itu-295333 (Update) (2),3/27/2018,885,"name, payment card info",malware
