Reported Date,Org Name,URL,Update Notice
11/28/2018,SHG Planning,https://ago.vermont.gov/blog/2018/11/28/shg-planning-notice-of-data-breach-to-consumers/,
11/27/2018,Atrium Health – AccuDoc Soultions,https://ago.vermont.gov/blog/2018/11/27/atrium-health-accudoc-soultions-notice-of-data-breach-to-consumers/,
11/21/2018,British Airways,https://ago.vermont.gov/blog/2018/11/21/british-airways-notice-of-data-breach-to-consumers/,
11/19/2018,Francescas Service Corp,https://ago.vermont.gov/blog/2018/11/19/francescas-service-corp-notice-of-data-breach-to-consumers/,
11/18/2018,Chamberlain Goup,https://ago.vermont.gov/blog/2018/11/18/chamberlain-goup-sbn-to-consumers/,
11/16/2018,Group Dynamic Inc.,https://ago.vermont.gov/blog/2018/11/16/group-dynamic-inc-notice-of-data-breach-to-consumers-2/,
11/16/2018,New York Oncology Hematology,https://ago.vermont.gov/blog/2018/11/16/new-york-oncology-hematology-notice-of-data-breach-to-consumers/,
11/15/2018,Newegg Inc,https://ago.vermont.gov/blog/2018/11/15/newegg-inc-notice-of-data-breach-to-consumers/,
11/15/2018,Rainforest Alliance Holdings LLC,https://ago.vermont.gov/blog/2018/11/15/rainforest-alliance-holdings-llc-notice-of-data-breach-to-consumers/,
11/15/2018,Stein Mart,https://ago.vermont.gov/blog/2018/11/15/stein-mart-sbn-to-consumers/,
11/13/2018,StataCorp,https://ago.vermont.gov/blog/2018/11/13/statacorp-notice-of-data-breach-to-consumers/,
11/12/2018,Jennifer Miller Ltd,https://ago.vermont.gov/blog/2018/11/12/jennifer-miller-ltd-notice-of-data-breach-to-consumers/,
11/12/2018,McKenna Sachs,https://ago.vermont.gov/blog/2018/11/12/mckenna-sachs-notice-of-data-breach-to-consumers/,
11/9/2018,Royal Caribbean Ltd,https://ago.vermont.gov/blog/2018/11/09/royal-caribbean-ltd-notice-of-data-breach-to-consumers/,
11/9/2018,Simeon S. Patestas CPA,https://ago.vermont.gov/blog/2018/11/09/simeon-s-patestas-cpa-notice-of-data-breach-to-consumers/,
11/7/2018,Professional Publications Inc,https://ago.vermont.gov/blog/2018/11/07/professional-publications-inc-notice-of-data-breach-to-consumers-2/,
11/5/2018,Nordstrom,https://ago.vermont.gov/blog/2018/11/05/nordstrom-notice-of-data-breach-to-consumers/,
11/2/2018,El Paso-Los Angeles Limousine Express,https://ago.vermont.gov/blog/2018/11/02/el-paso-los-angeles-limousine-express-notice-of-data-breach-to-consumers/,
11/2/2018,Five Guys Holdings Inc,https://ago.vermont.gov/blog/2018/11/02/five-guys-holdings-inc-notice-of-data-breach-to-consumers/,
11/2/2018,Hemenway,https://ago.vermont.gov/blog/2018/11/02/hemenway-notice-of-data-breach-to-consumers/,
11/2/2018,ImpactAssets,https://ago.vermont.gov/blog/2018/11/02/impactassets-notice-of-data-breach-to-consumers/,
11/2/2018,Inova Health System,https://ago.vermont.gov/blog/2018/11/02/inova-health-system-notice-of-data-breach-to-consumers/,
11/1/2018,OXO,https://ago.vermont.gov/blog/2018/11/01/oxo-notice-of-data-breach-to-consumers/,
10/25/2018,Discover,https://ago.vermont.gov/blog/2018/10/25/2018-10-25-discover-sbn-to-consumers/,
10/25/2018,Net32 Inc,https://ago.vermont.gov/blog/2018/10/25/net32-inc-sbn-to-consumers/,
10/25/2018,STL International Inc – Teeter,https://ago.vermont.gov/blog/2018/10/25/stl-international-inc-teeter-sbn-to-consumers/,
10/22/2018,"Challenger Sports, Inc.",https://ago.vermont.gov/blog/2018/10/22/challenger-sports-inc-notice-of-data-breach-to-consumers/,
10/22/2018,Strategic Risk Solutions,https://ago.vermont.gov/blog/2018/10/22/strategic-risk-solutions-notice-of-data-breach-to-consumers/,
10/19/2018,"Gale & McAllister, PLLC",https://ago.vermont.gov/blog/2018/10/19/gale-mcallister-pllc-notice-of-data-breach-to-consumers/,
10/17/2018,Tallahassee Memorial Healthcare,https://ago.vermont.gov/blog/2018/10/17/tallahassee-memorial-healthcare-notice-of-data-breach-to-consumers/,
10/10/2018,Alaskans for Dan Sullivan,https://ago.vermont.gov/blog/2018/10/10/alaskans-for-dan-sullivan-notice-of-data-breach-to-consumers/,
10/10/2018,Envision Healthcare Corporation,https://ago.vermont.gov/blog/2018/10/10/envision-healthcare-corporation-sbn-to-consumers/,
10/9/2018,Dragas Mortgage Co,https://ago.vermont.gov/blog/2018/10/09/dragas-mortgage-co-notice-of-data-breach-to-consumers/,
10/9/2018,"Roadrunner Transporation System, Inc",https://ago.vermont.gov/blog/2018/10/09/roadrunner-transporation-system-inc-notice-of-data-breach-to-consumers/,
10/5/2018,California State University East Bay,https://ago.vermont.gov/blog/2018/10/05/california-state-university-east-bay-notice-of-data-breach-to-consumers/,
10/5/2018,Five Below Inc.,https://ago.vermont.gov/blog/2018/10/05/five-below-inc-notice-of-data-breach-to-consumers/,
10/5/2018,Notice of Data Breach,https://ago.vermont.gov/blog/2018/10/05/notice-of-data-breach-to-consumers/,
10/4/2018,Professional Publications Inc,https://ago.vermont.gov/blog/2018/10/04/professional-publications-inc-notice-of-data-breach-to-consumers/,
9/30/2018,Plant Therapy,https://ago.vermont.gov/blog/2018/09/30/plant-therapy-sbn-notice-of-data-security-incident-to-consumers/,
9/28/2018,Aflac,https://ago.vermont.gov/blog/2018/09/28/aflac-notice-of-data-breach-to-consumers/,
9/28/2018,McKenna & Sachs LLC,https://ago.vermont.gov/blog/2018/09/28/mckenna-sachs-llc-sbn-to-consumer-notice-of-data-breach-to-consumers/,
9/20/2018,Plant Therapy,https://ago.vermont.gov/blog/2018/09/20/2018-09-20-plant-therapy-notice-of-data-security-incident-to-consumers/,
9/20/2018,YRC Worldwide Inc.,https://ago.vermont.gov/blog/2018/09/20/2018-09-20-yrc-worldwide-inc-notice-of-data-breach-to-consumers/,
9/19/2018,The Affiliated Group,https://ago.vermont.gov/blog/2018/09/19/2018-09-19-the-affiliated-group-notice-of-data-breach-to-consumers/,
9/19/2018,Garretson Resolution Group Inc,https://ago.vermont.gov/blog/2018/09/19/garretson-resolution-group-inc-email-phishing-incident-notice-to-consumers/,
9/18/2018,"Peaceful Valley Farm Supply, Inc",https://ago.vermont.gov/blog/2018/09/18/2018-09-18-peaceful-valley-farm-supply-inc-notice-of-data-breach-to-consumers/,
9/17/2018,Discover,https://ago.vermont.gov/blog/2018/09/17/discover-notice-of-data-breach-to-consumers-2/,
9/14/2018,"Kyocera Documents Solutions New England, Inc",https://ago.vermont.gov/blog/2018/09/14/2018-09-14-kyocera-documents-solutions-new-england-inc-notice-of-data-breach-to-consumers/,
9/14/2018,Stein Mart Inc.,https://ago.vermont.gov/blog/2018/09/14/2018-09-14-stein-mart-inc-notice-of-data-breach-to-consumers/,
9/14/2018,Title Nine,https://ago.vermont.gov/blog/2018/09/14/2018-09-14-title-nine-notice-of-data-breach-to-consumers/,
9/13/2018,Tauck,https://ago.vermont.gov/blog/2018/09/13/2018-09-13-tauck-notice-of-data-breach-to-consumers/,
9/12/2018,"Nardella & Taylor, LLP",https://ago.vermont.gov/blog/2018/09/12/2018-09-12-nardella-taylor-llp-notice-of-data-breach-to-consumers/,
9/12/2018,Lillebaby,https://ago.vermont.gov/blog/2018/09/12/lillebaby-notice-of-data-breach-to-consumers/,
9/12/2018,Richard Owen Nursery Inc,https://ago.vermont.gov/blog/2018/09/12/richard-owen-nursery-inc-notice-of-data-breach-to-consumers/,
9/3/2018,David G Simon DMD,https://ago.vermont.gov/blog/2018/09/03/david-g-simon-dmd-security-breach-notice-to-consumers/,
8/31/2018,Movement Mortgage LLC,https://ago.vermont.gov/blog/2018/08/31/movement-mortgage-llc-notice-of-data-breach-to-consumers/,
8/31/2018,North American Risk Services Inc,https://ago.vermont.gov/blog/2018/08/31/north-american-risk-services-inc-notice-of-data-breach-to-consumers/,
8/29/2018,Augusta University Data,https://ago.vermont.gov/blog/2018/08/29/augusta-university-data-secuirty-incident-notice-to-consumers/,
8/28/2018,Williams Sonoma Inc,https://ago.vermont.gov/blog/2018/08/28/williams-sonoma-inc-notice-of-security-breach-to-consumers/,
8/23/2018,REEB Millwork Corporation,https://ago.vermont.gov/blog/2018/08/23/2018-08-23-reeb-millwork-corporation-notice-of-data-breach-to-consumers/,
8/22/2018,Cheddar’s Scratch Kitchen,https://ago.vermont.gov/blog/2018/08/22/2018-08-22-cheddars-scratch-kitchen-notice-of-data-breach-to-consumers/,
8/21/2018,Munro,https://ago.vermont.gov/blog/2018/08/21/munro-sbn-to-consumers/,
8/20/2018,Cain Watters Associates Data,https://ago.vermont.gov/blog/2018/08/20/cain-watters-associates-data-security-incident-notice-to-consumers/,
8/20/2018,CNG Financial Corporation Inc,https://ago.vermont.gov/blog/2018/08/20/cng-financial-corporation-inc-notice-of-data-breach-to-consumers/,
8/20/2018,Whitmer Company CPAs LLP,https://ago.vermont.gov/blog/2018/08/20/whitmer-company-cpas-llp-notice-of-data-breach-to-consumers/,
8/17/2018,Dallas County Community College District,https://ago.vermont.gov/blog/2018/08/17/2018-08-17-dallas-county-community-college-district-notice-of-data-breach-to-consumers/,
8/15/2018,Discover,https://ago.vermont.gov/blog/2018/08/15/2018-08-15-discover-notice-of-data-breach-to-consumers/,
8/7/2018,TCM Bank N A Data,https://ago.vermont.gov/blog/2018/08/07/tcm-bank-n-a-data-security-incident-notice-to-consumers/,
8/3/2018,North American Power,https://ago.vermont.gov/blog/2018/08/03/north-american-power-notice-of-data-security-incident/,
8/3/2018,"Our Honeymoon Wishes, Inc.",https://ago.vermont.gov/blog/2018/08/03/our-honeymoon-wishes-inc-security-incident-notice-to-consumers/,
8/2/2018,Yoakum National Bank,https://ago.vermont.gov/blog/2018/08/02/yoakum-national-bank-security-incident-notice-to-consumers/,
7/31/2018,Department of Vermont Health Access,https://ago.vermont.gov/blog/2018/07/31/department-of-vermont-health-access-security-incident-notice-to-consumers/,
7/30/2018,LifeBridge Health,https://ago.vermont.gov/blog/2018/07/30/lifebridge-health-data-breach-notice-to-consumers/,"Updated: July 30, 2018 Published: May 15, 2018"
7/30/2018,Loyola University Chicago,https://ago.vermont.gov/blog/2018/07/30/loyola-university-chicago-notice-of-unauthorized-access-to-confidential-information/,
7/30/2018,TradeMotion LLC,https://ago.vermont.gov/blog/2018/07/30/trademotion-llc-notice-of-data-breach-to-consumers/,
7/27/2018,Sunspire Health,https://ago.vermont.gov/blog/2018/07/27/sunspire-health-notice-of-data-breach-to-consumers/,
7/27/2018,Yale University Data,https://ago.vermont.gov/blog/2018/07/27/yale-university-data-security-incident-notice-to-consumers/,
7/26/2018,Optoma Technologies,https://ago.vermont.gov/blog/2018/07/26/optoma-technologies-secuirty-incident-notice-to-consumers/,
7/25/2018,Southern College of Optometry,https://ago.vermont.gov/blog/2018/07/25/southern-college-of-optometry-security-breach-notice-to-consumers/,
7/20/2018,Clark University,https://ago.vermont.gov/blog/2018/07/20/clark-university-security-incident-notice-to-consumers/,
7/20/2018,NorthStar Anesthesia,https://ago.vermont.gov/blog/2018/07/20/northstar-anesthesia-data-privacy-notice-to-consumers/,
7/20/2018,Spinnaker Trust,https://ago.vermont.gov/blog/2018/07/20/spinnaker-trust-security-incident-notice-to-consumers/,
7/19/2018,Helly Hansen,https://ago.vermont.gov/blog/2018/07/19/helly-hansen-notice-of-data-breach-to-consumers/,
7/18/2018,Blue Spring Family Care PC,https://ago.vermont.gov/blog/2018/07/18/blue-spring-family-care-pc-security-incident-notice-to-consumers/,
7/18/2018,CBIZ MHM LLC,https://ago.vermont.gov/blog/2018/07/18/cbiz-mhm-llc-security-incident-notice-to-consumers/,
7/18/2018,McDonald Hopkins PLC,https://ago.vermont.gov/blog/2018/07/18/mcdonald-hopkins-plc-security-incident-notice-to-consumers/,
7/17/2018,Discover,https://ago.vermont.gov/blog/2018/07/17/2018-07-17-discover-notice-of-data-breach-to-consumers/,
7/16/2018,City of Bozeman Montana,https://ago.vermont.gov/blog/2018/07/16/city-of-bozeman-montana-security-incident-notice-to-consumers/,
7/16/2018,Pinnacle Trailer Sales Inc,https://ago.vermont.gov/blog/2018/07/16/pinnacle-trailer-sales-inc-security-incident-notice-to-consumers/,
7/13/2018,Automated Pet Care Products Inc,https://ago.vermont.gov/blog/2018/07/13/automated-pet-care-products-inc-notice-of-data-security-incident-to-consumers/,
7/13/2018,Howard Center,https://ago.vermont.gov/blog/2018/07/13/howard-center-notice-of-data-breach-to-consumers/,
7/13/2018,Toms Shoes,https://ago.vermont.gov/blog/2018/07/13/toms-shoes-notice-of-data-breach-to-consumers/,
7/11/2018,The Fruitful Yield Inc,https://ago.vermont.gov/blog/2018/07/11/the-fruitful-yield-inc-notice-of-security-incident-to-consumers/,
7/11/2018,Tommie Copper Inc,https://ago.vermont.gov/blog/2018/07/11/tommie-copper-inc-notice-of-data-breach-to-consumers/,
7/9/2018,Terteling Company Inc,https://ago.vermont.gov/blog/2018/07/09/terteling-company-inc-notice-of-data-breach-to-consumers/,
7/9/2018,Toyo Tire Holdings of Americas Inc,https://ago.vermont.gov/blog/2018/07/09/toyo-tire-holdings-of-americas-inc-notice-of-data-breach-to-consumers/,
7/6/2018,International Mission Board,https://ago.vermont.gov/blog/2018/07/06/international-mission-board-notice-of-data-breach-to-consumers/,
7/6/2018,Paquin,https://ago.vermont.gov/blog/2018/07/06/paquin-notice-of-data-breach-to-consumers/,
7/5/2018,Career Technology Education Centers of Licking County,https://ago.vermont.gov/blog/2018/07/05/career-technology-education-centers-of-licking-county-notice-of-data-breach-to-consumers/,
7/5/2018,MSK Group PC,https://ago.vermont.gov/blog/2018/07/05/msk-group-pc-notice-of-security-incident-to-consumers/,
7/5/2018,The Information and Referral Federation of Los Angeles County Inc,https://ago.vermont.gov/blog/2018/07/05/the-information-and-referral-federation-of-los-angeles-county-inc-notice-of-data-breach-to-consumers/,
7/5/2018,Village of Wellington,https://ago.vermont.gov/blog/2018/07/05/village-of-wellington-notice-of-security-incident-to-consumers/,
7/2/2018,Jefferies LLC,https://ago.vermont.gov/blog/2018/07/02/jefferies-llc-notice-of-security-incident-to-consumers/,
7/2/2018,Macy’s,https://ago.vermont.gov/blog/2018/07/02/macys-notice-of-data-breach-to-consumers/,
6/29/2018,TCI,https://ago.vermont.gov/blog/2018/06/29/tci-notice-of-data-breach-to-consumers/,
6/27/2018,North Colonie Central School District,https://ago.vermont.gov/blog/2018/06/27/north-colonie-central-school-district-notice-of-security-incident-to-consumers/,
6/25/2018,Capital Integration Systems LLC,https://ago.vermont.gov/blog/2018/06/25/capital-integration-systems-llc-notice-of-email-phishing/,
6/25/2018,ERFC,https://ago.vermont.gov/blog/2018/06/25/erfc-data-security-incident-to-consumers/,
6/25/2018,GreatBanc Trust Company,https://ago.vermont.gov/blog/2018/06/25/greatbanc-trust-company-notice-of-data-breach-to-consumers/,
6/25/2018,Penn Mutual Notice,https://ago.vermont.gov/blog/2018/06/25/penn-mutual-notice-to-consumers/,
6/21/2018,Manchester Capital Management LLC,https://ago.vermont.gov/blog/2018/06/21/manchester-capital-management-llc-data-breach-notice-to-consumers/,
6/20/2018,Discover,https://ago.vermont.gov/blog/2018/06/20/discover-notice-of-security-breach-06-20-2018/,
6/20/2018,REvUp,https://ago.vermont.gov/blog/2018/06/20/revup-notice-of-security-incident-to-consumers/,
6/18/2018,City of Goodyear,https://ago.vermont.gov/blog/2018/06/18/city-of-goodyear-notice-of-data-breach-to-consumers/,
6/18/2018,OFD Foods LLC,https://ago.vermont.gov/blog/2018/06/18/ofd-foods-llc-notice-of-data-breach-to-consumers-2/,
6/13/2018,HealthEquity Inc,https://ago.vermont.gov/blog/2018/06/13/healthequity-inc-notice-of-data-breach-to-consumers/,
6/13/2018,Ithaca College,https://ago.vermont.gov/blog/2018/06/13/ithaca-college-notice-of-security-incident-to-consumers/,
6/13/2018,OFD Foods LLC,https://ago.vermont.gov/blog/2018/06/13/ofd-foods-llc-notice-of-data-breach-to-consumers/,
6/11/2018,Corporation Service,https://ago.vermont.gov/blog/2018/06/11/corporation-service-company-notice-of-data-breach/,
6/11/2018,Highgate Hotels LP,https://ago.vermont.gov/blog/2018/06/11/highgate-hotels-lp-information-incident-notice-to-consumers/,
6/11/2018,Weichert Co,https://ago.vermont.gov/blog/2018/06/11/weichert-co-data-security-incident-letter-to-consumers/,
6/8/2018,Elmcroft Senior Living Inc,https://ago.vermont.gov/blog/2018/06/08/elmcroft-senior-living-inc-notice-of-data-breach/,
6/8/2018,Total Phase Inc,https://ago.vermont.gov/blog/2018/06/08/total-phase-inc-security-incident-notice-to-consumers/,
6/8/2018,Wilkins Reinicke Co PC,https://ago.vermont.gov/blog/2018/06/08/wilkins-reinicke-co-pc-notice-of-data-breach-to-consumers/,
6/7/2018,Evolution Hospitality LLC,https://ago.vermont.gov/blog/2018/06/07/evolution-hospitality-llc-notice-of-data-breach-to-consumers/,
6/7/2018,Lutz Carr CPAs LLP,https://ago.vermont.gov/blog/2018/06/07/lutz-carr-cpas-llp-informational-notice-to-consumers/,
6/7/2018,Systeme Software Inc,https://ago.vermont.gov/blog/2018/06/07/systeme-software-inc-notice-of-data-breach-to-consumers/,
6/7/2018,Weil Akman Baylin Coleman PA,https://ago.vermont.gov/blog/2018/06/07/weil-akman-baylin-coleman-pa-data-incident-notice-to-consumers/,
6/6/2018,Blue Cross and Blue Shield of Illinois,https://ago.vermont.gov/blog/2018/06/06/blue-cross-and-blue-shield-of-illinois-notice-of-data-breach-to-consumers/,
6/5/2018,St. Mary’s Health Inc,https://ago.vermont.gov/blog/2018/06/05/st-marys-health-inc-security-notification-letter-to-consumers/,
6/5/2018,Walgreen Co,https://ago.vermont.gov/blog/2018/06/05/walgreen-co-fraudulent-alert-notice-to-consumers/,
6/1/2018,Stein Eriksen Lodge Hotel,https://ago.vermont.gov/blog/2018/06/01/stein-eriksen-lodge-hotel-data-incident-notice-to-consumers/,
5/31/2018,Temecula Motorsports Inc,https://ago.vermont.gov/blog/2018/05/31/temecula-motorsports-inc-notice-of-data-breach-to-consumers/,
5/30/2018,Rail Europe SAS,https://ago.vermont.gov/blog/2018/05/30/rail-europe-sas-notice-of-data-breach-to-consumers/,
5/29/2018,PrintingCenterUSA.com,https://ago.vermont.gov/blog/2018/05/29/printingcenterusa-com-information-disclosure-to-consumers/,
5/25/2018,Pendleton Square Trust Company Notice,https://ago.vermont.gov/blog/2018/05/25/pendleton-square-trust-company-notice-to-consumers/,
5/24/2018,Luxury Retreats,https://ago.vermont.gov/blog/2018/05/24/luxury-retreats-data-incident-notice-to-consumers/,
5/23/2018,Coca-Cola Company,https://ago.vermont.gov/blog/2018/05/23/coca-cola-company-notice-of-data-breach-to-consumers/,
5/23/2018,National Railraod Passenger Corporation,https://ago.vermont.gov/blog/2018/05/23/national-railraod-passenger-corporation-notice-of-data-breach-to-consumers/,
5/22/2018,Bombas LLC,https://ago.vermont.gov/blog/2018/05/22/bombas-llc-notice-of-data-breach-to-consumers/,
5/22/2018,Uno Alla Volta LLC,https://ago.vermont.gov/blog/2018/05/22/uno-alla-volta-llc-security-breach-notification-to-consumers/,
5/21/2018,Humana,https://ago.vermont.gov/blog/2018/05/21/humana-notice-of-data-breach-to-consumers/,
5/18/2018,Brinker International,https://ago.vermont.gov/blog/2018/05/18/brinker-international-data-incident-notice-to-consumers/,
5/17/2018,Corporation Service,https://ago.vermont.gov/blog/2018/05/17/2018-05-17-corporation-service-company-notice-of-data-breach/,
5/16/2018,Cable Hill,https://ago.vermont.gov/blog/2018/05/16/cable-hill-notice-of-data-breach-to-consumers/,
5/16/2018,Discover,https://ago.vermont.gov/blog/2018/05/16/discover-notice-of-data-breach-to-consumers-3/,
5/9/2018,Taskrabbit,https://ago.vermont.gov/blog/2018/05/09/taskrabbit-notice-of-data-breach-to-consumers/,
5/8/2018,Global University,https://ago.vermont.gov/blog/2018/05/08/global-university-notice-of-data-breach-to-consumers/,
5/8/2018,SP Industries Inc,https://ago.vermont.gov/blog/2018/05/08/sp-industries-inc-notice-of-data-breach-to-consumers/,
5/8/2018,USACS Management Group Ltd,https://ago.vermont.gov/blog/2018/05/08/usacs-management-group-ltd-data-breach-notice-to-consumers/,
5/4/2018,Alaska Airlines,https://ago.vermont.gov/blog/2018/05/04/alaska-airlines-notice-of-data-breach-to-consumers/,
5/4/2018,Amtrak,https://ago.vermont.gov/blog/2018/05/04/amtrak-notice-of-data-breach-to-consumers/,
5/3/2018,Orbitz,https://ago.vermont.gov/blog/2018/05/03/orbitz-notice-of-data-breach-to-consumers-2/,
4/30/2018,National Restaurant Association,https://ago.vermont.gov/blog/2018/04/30/national-restaurant-association-notice-of-data-breach-to-consumers/,
4/27/2018,CPT Group Inc Security Incident,https://ago.vermont.gov/blog/2018/04/27/cpt-group-inc-security-incident/,
4/27/2018,MedWatch LLC Privacy Notice,https://ago.vermont.gov/blog/2018/04/27/medwatch-llc-privacy-notice-to-consumers/,
4/27/2018,Rutland Regional Medical Center,https://ago.vermont.gov/blog/2018/04/27/rutland-regional-medical-center-data-privacy-incident-notice-to-consumers/,
4/26/2018,Carolina Digestive Health Associates,https://ago.vermont.gov/blog/2018/04/26/carolina-digestive-health-associates-data-security-incident/,
4/26/2018,Cetera Advisors LLC Notice,https://ago.vermont.gov/blog/2018/04/26/cetera-advisors-llc-notice-to-consumers/,
4/26/2018,Intuit Inc Turbo Tax Security Review,https://ago.vermont.gov/blog/2018/04/26/intuit-inc-turbo-tax-security-review-to-consumers/,
4/25/2018,Sears Holdings vendor,https://ago.vermont.gov/blog/2018/04/25/sears-holdings-vendor-security-incident-notice-to-consumers/,
4/24/2018,Atrium Hospitality,https://ago.vermont.gov/blog/2018/04/24/atrium-hospitality-notice-of-data-breach-to-consumers/,
4/24/2018,Trust Company of the South,https://ago.vermont.gov/blog/2018/04/24/trust-company-of-the-south-notice-of-data-breach-to-consumers/,
4/23/2018,Capital Digestive Care,https://ago.vermont.gov/blog/2018/04/23/capital-digestive-care-data-security-incident-to-consumers/,
4/20/2018,American Esoteric Laboratories,https://ago.vermont.gov/blog/2018/04/20/american-esoteric-laboratories-notice-of-data-breach-to-consumers/,
4/20/2018,Best Buy Co Inc,https://ago.vermont.gov/blog/2018/04/20/best-buy-co-inc-notice-of-data-breach-to-consumers/,
4/20/2018,Southwest Airlines Co,https://ago.vermont.gov/blog/2018/04/20/southwest-airlines-co-notice-of-data-incident-to-consumers/,
4/19/2018,Michael Gruber DMD PA Notice,https://ago.vermont.gov/blog/2018/04/19/michael-gruber-dmd-pa-notice-to-consumers/,
4/19/2018,Strategic Analysis Inc,https://ago.vermont.gov/blog/2018/04/19/strategic-analysis-inc-notice-of-data-breach-to-consumers/,
4/19/2018,WW Grainger Inc,https://ago.vermont.gov/blog/2018/04/19/ww-grainger-inc-notice-of-third-party-data-breach-to-consumers/,
4/18/2018,Discover,https://ago.vermont.gov/blog/2018/04/18/discover-sbn-to-consumers/,
4/16/2018,BTCE Inc,https://ago.vermont.gov/blog/2018/04/16/btce-inc-sbn-to-consumers/,
4/16/2018,Delta Air Lines Inc SBN,https://ago.vermont.gov/blog/2018/04/16/delta-air-lines-inc-sbn/,
4/16/2018,Temp-Tations Home LLC,https://ago.vermont.gov/blog/2018/04/16/temp-tations-home-llc-to-consumers/,
4/13/2018,Inogen Inc,https://ago.vermont.gov/blog/2018/04/13/inogen-inc-sbn-to-consumers/,
4/13/2018,MedWatch LLC,https://ago.vermont.gov/blog/2018/04/13/medwatch-llc-sbn-to-consumers/,
4/12/2018,Peoples United,https://ago.vermont.gov/blog/2018/04/12/peoples-united-notice-of-data-breach-to-consumers/,
4/11/2018,Custom Personalization Solutions LLC,https://ago.vermont.gov/blog/2018/04/11/custom-personalization-solutions-llc-notice-of-data-breach-to-consumers/,
4/11/2018,Custom Personalization Solutions LLC,https://ago.vermont.gov/blog/2018/04/11/custom-personalization-solutions-llc-to-consumers/,
4/11/2018,PF@Com Inc,https://ago.vermont.gov/blog/2018/04/11/pfcom-inc-to-consumers/,
4/6/2018,Autism Learning Partners Holdings LLC,https://ago.vermont.gov/blog/2018/04/06/autism-learning-partners-holdings-llc-to-consumers/,
4/4/2018,Interval International Inc,https://ago.vermont.gov/blog/2018/04/04/interval-international-inc-security-breach-noticee-ltr-to-consumers/,
4/4/2018,John Y Trent & Associations LLC,https://ago.vermont.gov/blog/2018/04/04/john-y-trent-associations-llc-to-consumers/,
4/3/2018,Blue Beacon,https://ago.vermont.gov/blog/2018/04/03/blue-beacon-notice-of-data-breach-to-consumers/,
4/3/2018,JC Penney Corporation Inc,https://ago.vermont.gov/blog/2018/04/03/jc-penney-corporation-inc-notice-of-data-breach-to-consumers/,
4/3/2018,Springer Science and Business Media LLC,https://ago.vermont.gov/blog/2018/04/03/springer-science-and-business-media-llc-security-notification-to-consumers/,
4/2/2018,Lincoln Financial,https://ago.vermont.gov/blog/2018/04/02/lincoln-financial-sbn-to-consumers/,
3/30/2018,Thermo Fisher Scientific,https://ago.vermont.gov/blog/2018/03/30/thermo-fisher-scientific-sbn-to-consumers/,
3/29/2018,Fred Usinger Inc,https://ago.vermont.gov/blog/2018/03/29/fred-usinger-inc-notice-of-data-breach-to-consumers/,
3/28/2018,Shutterfly,https://ago.vermont.gov/blog/2018/03/28/shutterfly-notice-of-data-breach-to-consumers/,
3/28/2018,Shutterfly,https://ago.vermont.gov/blog/2018/03/28/shutterfly-sbn-to-consumers/,
3/27/2018,Friedman Leavitt & Associates Inc,https://ago.vermont.gov/blog/2018/03/27/friedman-leavitt-associates-inc-sbn-to-consumers/,
3/27/2018,Manduka,https://ago.vermont.gov/blog/2018/03/27/manduka-notice-of-data-breach-to-consumers/,
3/23/2018,NFP Property and Casualty Services Inc,https://ago.vermont.gov/blog/2018/03/23/nfp-property-and-casualty-services-inc-sbn-to-consumers/,
3/22/2018,Orbitz,https://ago.vermont.gov/blog/2018/03/22/orbitz-notice-of-data-breach-to-consumers/,
3/21/2018,CPLSE,https://ago.vermont.gov/blog/2018/03/21/cplse-notice-of-data-breach-to-consumers/,
3/16/2018,American Express Travel Related Services Co Inc,https://ago.vermont.gov/blog/2018/03/16/american-express-travel-related-services-co-inc-notice-of-data-breach/,
3/14/2018,Intuit Inc Turbo Tax,https://ago.vermont.gov/blog/2018/03/14/intuit-inc-turbo-tax-security-review-for-consumers/,
3/14/2018,Ithaca College,https://ago.vermont.gov/blog/2018/03/14/ithaca-college-notice-of-data-security-breach-to-consumers/,
3/13/2018,Rotary International,https://ago.vermont.gov/blog/2018/03/13/2018-03-13-rotary-international-notice-of-data-breach-to-consumers/,
3/13/2018,Discover,https://ago.vermont.gov/blog/2018/03/13/discover-security-breach-letter-to-consumers/,
3/9/2018,Academy Mortgage Corporation,https://ago.vermont.gov/blog/2018/03/09/academy-mortgage-corporation-notice-of-security-incident-to-consumers/,
3/9/2018,Chalavoutis Associates LLC,https://ago.vermont.gov/blog/2018/03/09/chalavoutis-associates-llc-letter-to-consumers/,
3/8/2018,ABM Industries Incorporated,https://ago.vermont.gov/blog/2018/03/08/abm-industries-incorporated-notice-of-data-breach-to-consumers/,
3/7/2018,Chopra Enterprises LLC,https://ago.vermont.gov/blog/2018/03/07/chopra-enterprises-llc-notice-of-data-breach-to-consumers/,
3/7/2018,CNU Online Holdings LLC,https://ago.vermont.gov/blog/2018/03/07/cnu-online-holdings-llc-notice-of-data-security-incident-to-consumers/,
3/6/2018,California State University Fresno,https://ago.vermont.gov/blog/2018/03/06/california-state-university-fresno-notice-of-data-breach-to-consumers/,
3/6/2018,Interstate Plastics Inc,https://ago.vermont.gov/blog/2018/03/06/interstate-plastics-inc-notice-of-data-breach-to-consumers/,
3/6/2018,ISS Solutions,https://ago.vermont.gov/blog/2018/03/06/iss-solutions-important-notification-regarding-your-personal-information/,
